Kod stacji,DsWrocWybCon,KpBydWarszaw,LdLodzCzerni,LdZgieMielcz,LuZielKrotka,MpKrakAlKras,MpKrakBulwar,MpKrakowWIOSPrad6115,MzWarWokalna,OpKKozBSmial,PdBialWaszyn,PkJasloWIOSFabr,PkPrzemyslWIOSMick,PkRzeszWIOSSzop,SlGliwicMewy,SlKatoKossut,SlZabSkloCur,WmOlsPuszkin,WpPoznPolank,WpKaliSawick,ZpSzczAndr01,ZpSzczPils02
2009-11-01 07:00:00,92,,63,40,69,78,,85,58.9,,38,,62.1,82,67,46,51,15.3,63.3,81.5,,5
2009-11-01 08:00:00,98,,67,46,74,68,,80,60.2,,37,,63.8,73,58,49,45,17.6,64,96.8,,5
2009-11-01 09:00:00,,,66,49,79,67,,67,76.5,,31,,54,56,53,53,27,22,56.1,,,14
2009-11-01 10:00:00,91,,59,19,76,62,,59,60.8,,30,,40.3,38,66,54,27,20.7,55.4,125,,10
2009-11-01 11:00:00,91,,58,17,75,43,,32,61.9,,28,,21.5,32,40,34,29,21.1,48.9,61.1,,11
2009-11-01 12:00:00,44,,51,10,83,19,,16,76.7,,23,,22.6,25,40,38,25,14.7,48.3,43.3,,15
2009-11-01 13:00:00,47,,38,16,84,19,,10,88.7,,22,,23.8,20,39,35,29,15,31.7,33.2,,15
2009-11-01 14:00:00,39,,22,13,82,15,,8,61.7,,21,,15.5,18,32,32,23,8.4,30.4,22.2,,9
2009-11-01 15:00:00,32,,19,21,91,16,,8,58.1,,20,,16.3,15,50,26,32,10,20.9,28.9,,7
2009-11-01 16:00:00,53,,17,18,100,22,,19,46.6,,20,,12.9,13,50,27,32,11.8,20.1,29,,8
2009-11-01 17:00:00,57,,13,32,112,25,,18,39.9,,20,,24.3,16,68,35,41,16.1,18.1,,,6
2009-11-01 18:00:00,,,22,25,105,28,,20,39.4,,28,,58,23,60,44,39,21.7,17.9,,,6
2009-11-01 19:00:00,66,,19,25,56,30,,20,,,34,,72.7,41,84,67,46,24,22.6,,29,5
2009-11-01 20:00:00,58,,23,28,30,33,,24,36.8,,27,,58.7,41,70,65,49,32.5,23,,29,6
2009-11-01 21:00:00,,,24,43,37,42,,25,32.9,,42,,76.9,24,94,45,57,34.7,16.6,,28,5
2009-11-01 22:00:00,,,24,40,,46,,28,,,15,,95.1,20,117,52,92,31.3,16.1,,28,6
2009-11-01 23:00:00,87,,39,21,,44,,32,28,,23,,89.8,23,91,,107,40,17,,32,7
2009-11-02 00:00:00,77,,30,13,,49,,31,,,32,,103.8,24,124,,91,31.2,17,,32,4
2009-11-02 01:00:00,53,,24,8,,44,,41,,,42,,66.8,19,95,,72,26.9,15.2,,32,3
2009-11-02 02:00:00,37,,17,10,,43,,31,,,21,,56.2,16,86,,63,20.4,15,,31,3
2009-11-02 03:00:00,30,,17,10,,35,,33,,,18,,32.5,13,84,,56,21,9.3,,31,4
2009-11-02 04:00:00,31,,22,10,,38,,33,,,14,,48.4,11,73,,50,16.6,8.9,,37,4
2009-11-02 05:00:00,33,,22,10,,42,,31,16,,13,,28,14,78,,45,14.3,15.6,,37,3
2009-11-02 06:00:00,32,,20,11,,42,,31,15.3,,17,,43.1,17,87,,44,12.6,16.1,,38,3
2009-11-02 07:00:00,38,,20,13,,43,,32,16.9,,9,,,19,104,,51,15.5,24.7,,38,4
2009-11-02 08:00:00,47,,18,17,,49,,26,10.7,,11,,43.2,24,100,,69,12.3,25.3,,40,4
2009-11-02 09:00:00,51,,22,17,,50,,32,19.9,74,12,,31.6,23,95,,89,17.4,34,,40,2
2009-11-02 10:00:00,,,22,20,,38,,36,20.4,75,10,,32.5,18,114,,70,15.9,34.6,,40,2
2009-11-02 11:00:00,50,26,23,27,,36,,36,14.3,84,18,,31.4,18,73,,59,13.5,32.6,,40,4
2009-11-02 12:00:00,,26.6,24,18,,36,,26,17.7,44,11,,32,16,55,,51,16.8,32.4,,45,7
2009-11-02 13:00:00,47,26.7,24,19,,32,,19,17,25,10,,35.5,18,56,,41,20.7,38.6,,45,6
2009-11-02 14:00:00,43,26.9,20,19,,32,,17,14,23,12,,33.4,25,55,,40,20.7,39.1,,38,4
2009-11-02 15:00:00,,28.1,21,23,,30,,20,14.3,23,12,,41.7,26,57,,48,21.7,27.3,,38,4
2009-11-02 16:00:00,,31.8,24,30,,37,,24,18.4,23,14,,46.3,25,45,,75,19.8,26.4,100,41,6
2009-11-02 17:00:00,44,30,26,45,,47,,26,20.4,23,14,,86,28,52,79,118,21.5,24.1,235.3,41,16
2009-11-02 18:00:00,48,29.9,26,42,,57,,39,22.9,23,23,,60.2,32,99,104,89,18.3,23.9,192.9,41,11
2009-11-02 19:00:00,43,31.2,29,34,,53,,39,23.2,23,25,,65.5,39,,140,162,18.3,42.1,92,50,15
2009-11-02 20:00:00,40,29.3,31,33,,,,33,21.6,23,23,,62.9,44,,145,215,18.8,43.6,72.4,50,18
2009-11-02 21:00:00,39,26.1,34,27,,,,41,17.9,23,22,,69.1,36,,105,130,17.6,38,52.4,54,13
2009-11-02 22:00:00,37,23.2,30,22,,60,,37,19.5,23,19,,70.8,32,145,94,94,20.5,37.5,52,54,15
2009-11-02 23:00:00,36,18,22,21,,57,,35,24.7,23,20,,64.4,34,112,87,83,12.6,40.4,68.7,54,11
2009-11-03 00:00:00,32,17,26,20,,49,,41,24.9,23,17,,50.9,33,100,85,81,16.9,40.6,59.2,,8
2009-11-03 01:00:00,53,17.4,26,22,,49,,36,23.1,30,19,,51.2,33,93,78,66,15.6,32.1,56.1,,12
2009-11-03 02:00:00,77,16.5,21,20,,43,,31,25.4,98,17,,51.7,30,82,65,55,16.3,31.4,56,,9
2009-11-03 03:00:00,84,13.6,29,20,,41,,29,22.7,83,18,,45.8,30,69,57,46,16,28.5,55,,13
2009-11-03 04:00:00,90,13.5,26,19,,34,,30,26.1,81,15,,43.1,29,67,50,42,18.4,28.3,55,,9
2009-11-03 05:00:00,,14,26,19,,40,,23,24.1,77,12,,47.7,29,58,55,46,18.6,32,46.2,,6
2009-11-03 06:00:00,66,18.1,30,21,,42,,25,25.7,63,12,,44.6,32,51,56,58,17.3,32.2,39.2,,5
2009-11-03 07:00:00,66,23.3,30,23,,42,,28,24.2,62,13,,41.6,29,58,67,43,18.5,32.6,36.1,,16
2009-11-03 08:00:00,66,27.4,31,25,,45,,29,24.9,,15,,42.1,29,63,67,47,23.9,32.6,44.8,,12
2009-11-03 09:00:00,63,30.7,31,25,,51,,31,17,,19,,36.9,26,66,70,59,35.7,31.2,54.8,,13
2009-11-03 10:00:00,61,33.8,35,25,,52,,34,22.2,,25,,33.2,23,69,57,53,28.8,31.1,50.1,,8
2009-11-03 11:00:00,54,29.4,28,23,,50,,37,20.9,,15,,28.6,25,66,62,50,26.1,33.4,39.2,,7
2009-11-03 12:00:00,52,31.6,25,22,,51,,32,20.5,,19,,27.9,22,81,51,62,20.1,33.5,41,,10
2009-11-03 13:00:00,46,32.1,32,22,,52,,32,22.9,,22,,31.5,20,91,54,55,23.2,32.4,53.8,,6
2009-11-03 14:00:00,50,31.3,29,20,,47,,32,17.5,,22,,34.9,18,130,57,57,23.4,32.3,54,,8
2009-11-03 15:00:00,55,27.3,27,18,,44,,24,17.2,,14,,38.7,17,91,61,58,27.4,32.1,39.3,,22
2009-11-03 16:00:00,49,30.7,23,18,,42,,25,18.6,,20,,33.5,17,89,57,64,22.3,32,65.4,,13
2009-11-03 17:00:00,64,39,27,23,,41,,21,17.3,,20,,34.8,18,86,53,54,28,28.4,80.7,,8
2009-11-03 18:00:00,,36.3,23,21,,45,,23,21.3,,21,,38.5,20,76,47,47,26.6,28.1,88.8,,5
2009-11-03 19:00:00,50,30,23,22,,45,,22,18.1,,27,,38.4,22,65,41,45,22.1,35.3,90,,4
2009-11-03 20:00:00,49,26,22,20,,43,,19,20.8,,26,,43.5,21,66,45,41,21.5,35.8,68.5,38,3
2009-11-03 21:00:00,44,27.4,26,21,,42,,22,15.5,,26,,43.6,19,62,41,37,22.3,32.9,69,42,4
2009-11-03 22:00:00,45,18.6,26,19,,43,,23,14.7,,24,,45.7,21,61,43,33,14.8,32.6,67.1,42,10
2009-11-03 23:00:00,33,15.5,19,18,,44,,25,20.1,,24,,50.2,23,42,42,29,18,37.6,36.7,37,6
2009-11-04 00:00:00,32,14.7,17,17,,44,,29,16.9,,21,,57.7,24,41,44,30,19.7,37.9,39,37,5
2009-11-04 01:00:00,29,13.6,17,16,,40,,27,20.4,,27,,53,24,44,48,28,14.5,32.2,24.4,28,4
2009-11-04 02:00:00,32,9.5,24,13,,38,,29,16.5,,18,,50.8,26,43,40,27,16,31.8,24,27,4
2009-11-04 03:00:00,32,9,24,13,,39,,28,13.4,,16,,42,26,51,37,26,16.8,24.4,25,29,4
2009-11-04 04:00:00,29,12.5,19,12,,40,,32,15.4,,17,,43.5,27,61,40,30,17.8,23.9,27,29,4
2009-11-04 05:00:00,30,9.9,21,14,,49,,32,21.3,,17,,44,27,58,41,31,17.3,21.7,23.1,25,6
2009-11-04 06:00:00,36,10.9,24,17,,47,,32,21.4,,14,,43.2,24,65,47,36,12.1,21.5,26.9,25,4
2009-11-04 07:00:00,44,19.9,28,21,,51,,32,26.7,,14,,41.3,23,75,49,43,17.8,14.9,32.9,23,3
2009-11-04 08:00:00,60,24.2,34,26,,62,,41,21.9,,21,,43.4,27,103,59,48,19.4,14.4,34,23,3
2009-11-04 09:00:00,64,25,34,29,,59,,50,21.9,,19,,40.7,30,91,70,56,23.8,21.6,53.5,30,4
2009-11-04 10:00:00,63,31.3,31,33,,55,,44,20.3,,21,,37.9,30,91,68,73,28,22.1,56.9,30,7
2009-11-04 11:00:00,53,30.6,32,29,,54,,47,17.2,,26,,37.2,31,94,55,67,22.5,23.1,70.7,31,12
2009-11-04 12:00:00,,40.4,28,29,,53,,41,20.5,,27,,40.8,29,35,45,54,25.4,23.2,70,31,7
2009-11-04 13:00:00,44,38.8,30,29,,48,,30,17.1,,25,,43.3,26,24,40,31,28.3,20.9,60.3,36,6
2009-11-04 14:00:00,39,32.9,36,27,,45,,29,20.3,27,16,,54,27,22,59,27,22.6,20.7,,36,7
2009-11-04 15:00:00,36,27,36,28,,35,,27,15.7,16,18,,80.6,26,28,48,28,19.1,35,50,39,19
2009-11-04 16:00:00,30,28.9,37,31,,31,,17,18.7,18,22,,69.1,23,31,36,33,22.2,36.2,52,39,24
2009-11-04 17:00:00,25,43.3,36,43,,42,,27,16.8,23,23,,60.2,22,46,37,41,31.1,33.9,55,41,37
2009-11-04 18:00:00,24,36.9,35,37,,63,,43,22.9,27,20,,87.6,27,48,32,58,27,33.7,58.9,41,23
2009-11-04 19:00:00,24,35.2,35,31,,38,,35,24.2,25,21,,52.7,31,50,28,37,26.2,31.9,54.1,38,31
2009-11-04 20:00:00,19,33.7,36,32,,40,,19,22.8,25,18,,52.1,28,48,26,38,25.4,31.7,66.7,38,40
2009-11-04 21:00:00,17,30.8,35,33,,47,,24,27.8,27,23,,69.8,22,52,25,34,27.6,45.8,44.5,,45
2009-11-04 22:00:00,15,27.5,35,40,,48,,31,32.5,28,24,,77.1,18,38,30,35,23.4,46.9,41.1,,
2009-11-04 23:00:00,16,32.8,41,38,,45,,31,31.4,15,20,,61.4,18,33,29,38,23.2,33,40,26,
2009-11-05 00:00:00,16,32.5,48,27,,36,,32,33.7,16,22,,55.5,18,43,27,26,25.3,31.8,38.1,25,
2009-11-05 01:00:00,21,22.8,48,21,,26,,17,34.4,10,18,,67.1,13,34,25,24,23.5,21.7,28.3,25,
2009-11-05 02:00:00,19,16.6,46,16,,27,,20,34.1,12,23,,40.9,10,38,19,30,23.1,20.9,,23,
2009-11-05 03:00:00,16,12.8,45,12,,34,,59,34,14,21,,42.1,11,24,14,23,21,14.3,,23,
2009-11-05 04:00:00,15,12.1,19,9,,40,,51,27.6,15,18,,35.1,11,27,17,21,25.9,13.8,,14,
2009-11-05 05:00:00,15,8.3,16,10,,52,,65,31.7,14,12,,32.5,8,25,16,18,30.6,14.3,,13,
2009-11-05 06:00:00,14,8.8,16,12,,65,,53,27.3,13,17,,36.7,6,25,23,25,33.6,14.3,,26,
2009-11-05 07:00:00,17,10.2,16,17,,63,,54,29.2,19,18,,47.5,9,36,22,40,33.1,21.4,,26,
2009-11-05 08:00:00,24,15.8,26,23,,51,,45,21.6,17,24,,46.8,11,70,35,74,38.3,,,15,
2009-11-05 09:00:00,33,25.6,36,29,,65,,60,26.6,25,22,,50.8,14,44,58,130,46.6,,,14,
2009-11-05 10:00:00,33,29.5,41,33,,60,,59,23.7,25,24,,39,29,45,76,76,44.7,,,11,
2009-11-05 11:00:00,39,29,36,37,,47,,62,23,24,30,,33.6,,41,49,73,38.8,,,12,
2009-11-05 12:00:00,23,22.5,36,41,,48,,41,,17,28,,31.5,,48,41,46,37.2,,,12,
2009-11-05 13:00:00,24,22.8,35,34,,41,,37,31.7,24,28,,27.3,,40,44,30,30.9,,,10,
2009-11-05 14:00:00,21,101,35,33,,30,,29,32.9,17,25,,26.9,,35,49,26,35.2,,,10,
2009-11-05 15:00:00,25,32.1,27,35,,40,,29,36,15,26,,43.8,,32,29,34,31.2,,41,8,
2009-11-05 16:00:00,24,41.9,26,36,,42,,28,41.5,14,29,,59.7,,33,29,35,34.9,,36.2,8,
2009-11-05 17:00:00,37,40.6,35,52,,60,,40,29.9,17,31,,51.4,,25,40,40,37.9,,38.9,11,
2009-11-05 18:00:00,39,41.5,35,42,,67,,80,30.3,25,26,,67.2,,36,48,89,40.9,,96.4,11,
2009-11-05 19:00:00,39,53.9,33,42,,84,,87,33.4,24,15,,69.3,,44,49,113,38.4,,,12,
2009-11-05 20:00:00,57,69.3,40,37,32,94,,97,27.2,23,17,,60.1,,52,46,69,41.6,,133,12,
2009-11-05 21:00:00,58,67.1,41,37,,106,,95,28.6,21,20,,77.7,,61,44,55,40.5,,173.9,11,
2009-11-05 22:00:00,40,55.7,31,36,,102,,79,33,20,21,,134.8,,47,50,37,33,,161.4,11,
2009-11-05 23:00:00,58,50.7,31,36,,96,,58,32.3,20,20,,168.6,,30,42,25,24.8,,124.1,15,
2009-11-06 00:00:00,59,47.4,39,34,,100,,58,27.7,22,17,,110.5,,22,43,19,22.1,,102.6,15,
2009-11-06 01:00:00,36,45,40,40,,86,,56,30.7,20,21,,94.6,,21,38,13,22.2,,96.2,15,
2009-11-06 02:00:00,28,42.4,46,25,,87,,64,34.2,16,16,,84.8,,22,40,23,22.8,,,20,
2009-11-06 03:00:00,28,43.5,38,20,,84,,63,36.2,11,19,,75.5,,20,38,20,19.9,,,20,29
2009-11-06 04:00:00,30,41.5,26,21,,81,,63,31.1,18,13,,57.9,,56,43,32,22.6,,,20,21
2009-11-06 05:00:00,32,41,37,20,,78,,56,34.1,9,14,,81.9,,42,44,29,18.9,,,20,15
2009-11-06 06:00:00,35,44.6,39,20,,78,,55,,12,11,,110,,70,65,30,19.2,,,18,20
2009-11-06 07:00:00,41,41.2,27,18,,75,,48,36.4,11,11,,116.9,,80,79,40,19.7,,,18,21
2009-11-06 08:00:00,34,47.2,24,26,,83,,62,37.7,11,16,,154.3,,,114,72,23.8,,,25,29
2009-11-06 09:00:00,50,58.1,29,27,,87,,65,36.6,20,20,,136.3,,,137,109,26.7,,,25,30
2009-11-06 10:00:00,41,46.3,42,39,,98,,87,44.3,23,18,,116.8,,85,81,44,22.5,38.2,,26,25
2009-11-06 11:00:00,28,50.7,40,32,,99,,,43.5,17,22,,51.8,,43,108,,30.8,34.3,76,19,28
2009-11-06 12:00:00,24,44.5,38,31,19,80,,63,40.2,13,28,,24.3,,63,82,,27.9,34,35.2,15,18
2009-11-06 13:00:00,17,34,53,47,20,63,,52,36.9,12,37,,16.7,,60,75,44,34.5,25,36,15,25
2009-11-06 14:00:00,20,30.4,49,46,16,56,,38,38.4,11,42,,21.8,,59,63,46,38.4,24.2,38,15,26
2009-11-06 15:00:00,27,32.1,39,47,16,42,,26,44.8,16,34,,24.1,,46,58,58,42.1,19.9,34.2,15,23
2009-11-06 16:00:00,32,37,44,54,19,43,,17,48.5,18,34,,43.7,,53,74,74,41.5,19.6,45.6,15,19
2009-11-06 17:00:00,32,65.2,45,109,37,48,,22,44.2,20,34,,47.3,,71,101,111,40,13.4,72,16,21
2009-11-06 18:00:00,49,66,59,191,48,59,,39,59.7,173,29,,37.5,,93,111,197,36.7,12.9,117.4,16,31
2009-11-06 19:00:00,57,84.3,74,139,51,71,,40,66,128,28,,36.5,,81,164,282,41.4,34.9,,16,29
2009-11-06 20:00:00,52,97.1,74,79,54,81,,45,67.3,140,31,,35.5,,239,186,306,40.4,36.7,,23,32
2009-11-06 21:00:00,50,60.6,68,87,43,84,,46,60.1,94,24,,33.2,,250,224,299,37.2,49.6,,23,36
2009-11-06 22:00:00,50,54.6,68,48,34,85,,63,61.1,113,26,,38.1,,245,209,614,31.1,50.7,,19,22
2009-11-06 23:00:00,90,55.4,48,66,42,82,,82,47.4,124,22,,33.3,,292,234,521,31.1,56.1,,19,15
2009-11-07 00:00:00,90,50,52,73,44,77,,64,37.9,130,19,,27.8,,264,222,371,28.8,56.5,,,10
2009-11-07 01:00:00,67,40.6,52,35,35,77,,58,,133,15,,30.9,,214,180,280,35.3,65.3,,,13
2009-11-07 02:00:00,66,32.9,39,25,30,80,,56,20.5,132,18,,22.7,,136,174,209,31.8,66,,,18
2009-11-07 03:00:00,67,25,42,28,27,59,,35,24.1,158,19,,27.2,34,151,172,202,34.3,72.3,,,19
2009-11-07 04:00:00,67,16,39,33,29,44,,34,15.4,157,16,,22.5,23,239,153,235,27.7,72.8,,,23
2009-11-07 05:00:00,65,12,42,32,29,32,,24,21.1,141,12,,21.9,22,225,136,204,29.6,67,137,,19
2009-11-07 06:00:00,65,16.9,38,27,30,33,,23,17.6,149,12,,19.7,20,280,137,187,21.7,66.6,89.9,,29
2009-11-07 07:00:00,59,16.7,38,22,31,35,,26,18.8,150,16,,25.6,15,213,125,150,20.8,61.4,82.2,,19
2009-11-07 08:00:00,59,27.4,27,25,33,39,,20,12.9,157,17,,28,15,143,95,164,25.4,61,71.4,,28
2009-11-07 09:00:00,70,31.8,32,24,37,41,,24,13,145,17,,37.4,16,154,71,161,29.3,68,66.2,,31
2009-11-07 10:00:00,,41.4,26,24,40,45,,24,10,160,18,,46.5,18,154,74,85,24.6,68.5,64.1,,29
2009-11-07 11:00:00,,41.9,26,27,42,53,,33,9.2,146,22,,48.2,25,121,80,79,24.4,49.3,74.6,,35
2009-11-07 12:00:00,,51.9,25,19,43,61,,42,19,178,8,,53.6,29,126,76,82,33.2,47.8,71.2,,34
2009-11-07 13:00:00,,44.7,37,23,38,65,,42,14.4,222,11,,52.3,35,153,67,101,22.6,44.9,77.8,,48
2009-11-07 14:00:00,75,46.5,31,21,35,73,,48,13.7,178,9,,55,46,169,64,95,19.5,44.6,98.2,,40
2009-11-07 15:00:00,80,50.6,39,31,49,63,,52,20.2,177,8,,76.3,42,151,75,106,20.6,59.8,147.2,43,35
2009-11-07 16:00:00,80,53.1,42,67,53,65,,58,26.7,181,11,,96.9,24,179,90,93,24.3,60.9,147.1,42,37
2009-11-07 17:00:00,86,46.8,45,59,59,71,,70,29.9,194,17,,158.9,17,172,102,144,28.6,66.1,146.1,49,48
2009-11-07 18:00:00,,43.9,34,68,64,74,,95,33.8,201,32,,119.3,19,147,92,153,30,66.5,156.6,49,33
2009-11-07 19:00:00,,40.8,37,48,64,77,,88,34.5,155,29,,125.8,19,142,87,147,27.1,70.1,169.5,50,41
2009-11-07 20:00:00,,39,40,45,63,82,,80,31.5,171,54,,113.6,17,144,92,144,26.7,70.4,178.7,50,46
2009-11-07 21:00:00,,40.4,33,48,59,83,,81,,128,34,,120.3,14,155,111,135,29.8,73.7,165.5,50,47
2009-11-07 22:00:00,,35.4,38,58,59,82,,102,35.8,94,25,,157.1,14,168,113,162,30.3,73.9,,50,56
2009-11-07 23:00:00,,32.5,42,47,59,87,,109,50.8,76,17,,162.4,17,178,125,171,21.4,77.6,208,50,53
2009-11-08 00:00:00,81,28.2,41,50,56,91,,85,52.1,,22,,155.8,19,181,142,126,17.7,77.8,111.6,51,52
2009-11-08 01:00:00,79,29.1,46,47,46,74,,68,63.5,,27,,163.6,19,196,122,121,23.4,66.3,90.7,58,53
2009-11-08 02:00:00,66,28.1,48,40,39,68,,50,,,25,,137.9,23,154,104,88,20.9,65.4,90,,
2009-11-08 03:00:00,68,24.8,46,40,39,54,,36,48.9,,23,,60.7,22,151,98,94,16.4,67.4,80.4,,
2009-11-08 04:00:00,78,22.6,53,44,38,44,,34,,,17,,59,23,117,87,97,7.8,67.5,94.5,,
2009-11-08 05:00:00,78,19.3,53,49,38,42,,38,23.1,,23,,48.2,32,102,72,107,8.3,76.1,82.5,,
2009-11-08 06:00:00,71,20.9,49,32,37,39,,34,,,20,,41.6,33,86,80,119,8,76.7,82,,51
2009-11-08 07:00:00,62,19.3,52,41,37,38,,31,24,,16,,43.7,30,80,89,110,8.4,80.2,84.9,55,26
2009-11-08 08:00:00,53,19.3,54,63,37,43,,30,,,20,,60.4,30,90,82,116,11.2,80.5,79.2,43,13
2009-11-08 09:00:00,41,29.5,49,67,39,51,,34,,,22,,71.9,30,106,110,95,10.7,80.9,80,42,7
2009-11-08 10:00:00,42,35.3,57,46,42,53,,31,20.3,,23,,104,35,101,119,83,9.7,80.9,120.3,51,3
2009-11-08 11:00:00,37,40.2,55,42,42,52,,29,26.5,,12,,130.7,45,90,68,67,11.1,76.6,122,51,7
2009-11-08 12:00:00,32,43.2,47,50,44,60,,44,31.3,,12,,159.4,44,103,58,55,11.5,76.3,,51,29
2009-11-08 13:00:00,34,40.5,51,47,49,56,,36,39,82,13,,119.2,35,75,57,47,16.8,86.9,86,56,44
2009-11-08 14:00:00,39,35.8,58,45,51,56,,42,,60,21,,57.9,33,62,45,55,10.4,87.7,94.6,56,50
2009-11-08 15:00:00,43,30.6,48,47,47,54,,36,32.5,43,20,,67.6,37,77,43,33,16.9,77.4,87.4,55,53
2009-11-08 16:00:00,45,22.6,46,48,49,50,,39,30,38,14,,84.3,49,50,53,34,13.6,76.6,74.6,55,50
2009-11-08 17:00:00,44,22.4,35,39,53,62,,34,29.3,30,20,,58.3,51,58,67,39,11.5,83.9,69.2,47,53
2009-11-08 18:00:00,49,18.2,54,26,53,60,,33,25,32,19,,35.7,53,50,72,30,10.8,84.4,79.6,46,47
2009-11-08 19:00:00,84,18.5,32,18,53,62,,40,19.9,38,15,,29.5,59,63,86,37,12.8,79.5,68.5,40,48
2009-11-08 20:00:00,73,14.4,28,12,51,66,,44,20.8,32,15,,34.1,41,53,67,35,14,79.1,54.6,36,47
2009-11-08 21:00:00,72,13.4,18,11,48,66,,52,18.6,30,13,,31.5,24,63,51,26,19.5,69.7,46.4,36,40
2009-11-08 22:00:00,56,11.8,16,7,41,67,,63,13.1,33,13,,32,23,48,42,15,11.6,69,43.1,30,32
2009-11-08 23:00:00,42,5.7,11,5,36,69,,55,13.4,36,13,,28.4,21,33,33,21,11.1,53.7,30.6,29,25
2009-11-09 00:00:00,29,7.2,16,4,36,54,,49,13.3,31,11,,27.1,21,20,33,11,9.4,52.5,24.3,17,26
2009-11-09 01:00:00,18,4.7,16,1,33,47,,25,10.8,18,6,,22.8,20,19,32,7,9,36.4,18.3,16,25
2009-11-09 02:00:00,10,3.7,1,,28,40,,20,6.9,16,4,,23.1,22,25,31,8,9,35.2,18,17,16
2009-11-09 03:00:00,8,1.9,,1,20,40,,23,5.7,9,5,,25.6,26,24,25,9,7.4,20.4,18,17,14
2009-11-09 04:00:00,6,,3,2,14,37,,28,7.8,8,9,,28.3,19,30,31,15,4,19.3,18,13,15
2009-11-09 05:00:00,9,,7,2,12,36,,26,7.8,11,9,,30.3,15,22,22,17,2.4,11.4,18,13,17
2009-11-09 06:00:00,14,,6,7,9,36,,26,6.1,12,4,,33.3,16,16,35,22,4.5,10.8,18,22,14
2009-11-09 07:00:00,17,3.4,6,12,5,38,,20,7.3,11,3,,31.8,17,23,46,15,4.9,6.9,18,11,12
2009-11-09 08:00:00,17,10.8,9,16,3,45,,24,6.3,20,5,,27.2,16,28,47,11,4.1,6.6,18,16,8
2009-11-09 09:00:00,13,9.6,23,19,,43,,19,7.6,19,7,,19,17,17,44,34,2.9,6.3,18,12,11
2009-11-09 10:00:00,17,15.1,24,25,10,43,,23,17.7,14,8,,19.6,23,31,46,55,5.8,6.2,18,16,
2009-11-09 11:00:00,17,14.3,23,16,8,47,,34,10.7,18,11,,15.1,23,16,51,53,7.6,12,23.5,16,
2009-11-09 12:00:00,20,14.7,30,13,8,54,,28,11.5,17,14,,13.8,17,25,55,18,6.9,12.4,29.9,14,
2009-11-09 13:00:00,17,18,32,10,8,51,,39,12.4,14,23,,19.8,13,29,81,27,7.7,8.4,40.6,13,
2009-11-09 14:00:00,17,18.5,22,7,10,61,,40,17.7,16,25,,29.4,10,32,79,53,9.3,8.1,52.5,13,
2009-11-09 15:00:00,21,25.2,24,11,18,63,,57,10.7,19,28,,41,10,32,78,51,10,9.1,82.7,11,
2009-11-09 16:00:00,19,25.1,20,14,24,63,,52,11.8,27,31,,20.5,14,62,88,77,12.1,9.2,84,11,
2009-11-09 17:00:00,24,31.6,18,23,31,74,,50,12.8,55,28,,22.3,22,107,88,94,22.8,23.1,,,
2009-11-09 18:00:00,43,33.8,17,33,32,91,,68,19.4,28,33,,25.9,30,81,69,107,15.3,24.1,65,,
2009-11-09 19:00:00,44,28.3,17,33,33,83,,78,20.2,28,32,,36.5,31,74,51,87,18.3,31.8,49.6,,
2009-11-09 20:00:00,43,29.9,31,50,32,77,,58,29,41,30,,22.1,35,79,64,75,17.2,32.3,40.4,,
2009-11-09 21:00:00,42,29.6,32,36,27,79,,50,27.9,46,26,,27.3,41,72,63,72,21.7,40.1,43.8,,
2009-11-09 22:00:00,24,22.8,34,39,19,66,,52,33.3,55,23,,23.5,39,64,70,52,16.5,40.7,38.3,,
2009-11-09 23:00:00,28,13.5,39,50,22,58,,40,36,70,20,,28.1,29,56,63,68,16.9,38.8,29.4,,
2009-11-10 00:00:00,26,6.9,48,23,26,55,,45,29.2,70,23,,20.7,22,52,53,63,16.1,38.6,30.9,,24
2009-11-10 01:00:00,23,6.8,49,20,26,53,,45,26.8,69,21,,17,20,51,56,51,12.6,35.9,22.4,,14
2009-11-10 02:00:00,22,5.6,31,24,17,63,,45,31.4,59,11,,15.4,15,51,55,46,15.6,35.6,22,14,8
2009-11-10 03:00:00,22,9.2,38,14,18,72,,38,29.6,47,12,,15.2,12,42,72,44,16.2,20.3,24.9,13,4
2009-11-10 04:00:00,20,11.4,28,12,22,81,,40,28.2,51,11,,12.6,12,33,61,38,12.6,19.1,20.2,12,4
2009-11-10 05:00:00,20,13.7,27,12,16,87,,55,27.8,41,7,,14,11,34,57,33,12.2,18.6,17.2,12,7
2009-11-10 06:00:00,17,10.2,27,9,13,83,,54,30.8,33,6,,17.7,12,35,55,33,17.4,18.5,17,11,11
2009-11-10 07:00:00,17,12.3,23,8,16,76,,54,29.1,35,3,,18.5,10,44,59,35,14.9,18.9,28.5,11,14
2009-11-10 08:00:00,22,10.2,22,14,31,72,,53,34.3,38,3,,21.6,9,42,60,38,25.9,18.9,54.8,11,13
2009-11-10 09:00:00,27,18.2,18,18,39,71,,54,37.3,40,7,,24,10,40,76,32,34.8,24.4,40.7,12,14
2009-11-10 10:00:00,30,22.6,26,32,35,76,,56,30,32,9,,25.3,12,34,63,32,25.7,24.8,39.1,13,14
2009-11-10 11:00:00,30,21,31,29,32,75,,59,24.9,45,12,,27,14,42,75,27,25.7,22.4,52.4,14,
