Kod stacji,KpBydWarszaw,MpKrakBulwar,MpKrakowWIOSPrad6115,PkJasloWIOSFabr,PkPrzemyslWIOSMick,Pm.a09a,WpPoznPolank,ZpSzczPils02
2008-01-16 05:00:00,18,8,13,39.63,60.36,24.2,18.5,6
2008-01-16 06:00:00,19.2,6,8,42.33,51.08,20.1,24.2,16
2008-01-16 07:00:00,21.8,6,22,37.76,84.37,19.5,22.7,9
2008-01-16 08:00:00,29.8,9,40,34.64,126.82,17.7,15,10
2008-01-16 09:00:00,40.7,18,27,37.53,164.27,19.3,16.4,8
2008-01-16 10:00:00,44.7,13,30,33.54,102.19,24.2,23,12
2008-01-16 11:00:00,43.6,20,28,32.17,48.58,26.8,21.8,25
2008-01-16 12:00:00,35.7,14,29,37.02,29.8,29.3,15.5,20
2008-01-16 13:00:00,31.1,12,29,41.21,34.48,26.7,16.4,17
2008-01-16 14:00:00,32.7,7,9,38.62,28.01,22.4,20.9,23
2008-01-16 15:00:00,33.1,6,6,40.74,34.42,23.6,20.9,24
2008-01-16 16:00:00,30.9,7,9,41.25,42.68,23.1,20.8,22
2008-01-16 17:00:00,36.2,14,9,41.01,75.55,18.6,20.4,36
2008-01-16 18:00:00,46,40,10,39.08,86.88,20.2,18.3,25
2008-01-16 19:00:00,43.6,51,12,37.57,90.08,17.2,19.9,25
2008-01-16 20:00:00,43.8,46,20,34.68,101.34,21.6,28.2,25
2008-01-16 21:00:00,42.9,41,66,31.15,113.22,34.4,29.2,33
2008-01-16 22:00:00,43.1,36,60,32.17,77.37,27.1,34.4,19
2008-01-16 23:00:00,43.9,32,49,40.38,87.62,28.7,35.1,20
2008-01-17 00:00:00,38.9,27,43,45.01,89.81,20.9,39.2,16
2008-01-17 01:00:00,34.5,24,45,45.75,67.79,19.7,39.3,13
2008-01-17 02:00:00,32.1,22,33,44.39,82.89,26.8,39.6,25
2008-01-17 03:00:00,32.5,18,26,42.62,76.27,27,39.4,23
2008-01-17 04:00:00,32.5,17,29,40.94,64.51,24.3,38.2,25
2008-01-17 05:00:00,33.8,17,43,35.95,53.84,27.7,38.7,28
2008-01-17 06:00:00,38.7,13,47,33.48,64.47,22,41,31
2008-01-17 07:00:00,65,14,50,30.77,71.74,24.5,42.1,22
2008-01-17 08:00:00,65,44,60,29.85,87.78,27,47.6,24
2008-01-17 09:00:00,75.3,24,55,30.64,118.26,31.3,48.8,25
2008-01-17 10:00:00,92.9,27,75,30.12,114.73,31.7,54.8,26
2008-01-17 11:00:00,76.1,32,64,28.65,74.67,36.4,54.5,18
2008-01-17 12:00:00,72.5,43,35,29.33,70.27,33.2,52.8,26
2008-01-17 13:00:00,59.7,46,61,28.96,,29.2,53.4,41
2008-01-17 14:00:00,68.9,48,59,28.44,89.4,27.2,56.1,39
2008-01-17 15:00:00,84.1,50,56,26.94,97.48,28.3,57.1,22
2008-01-17 16:00:00,86.5,79,64,26.73,103.65,26.4,62.1,11
2008-01-17 17:00:00,89.6,90,77,28.54,112.09,27.2,62.7,6
2008-01-17 18:00:00,97.8,107,121,29.05,95.07,32.8,65.4,3
2008-01-17 19:00:00,98.8,134,155,28.56,91.83,35.6,67.5,8
2008-01-17 20:00:00,93.9,163,183,27.34,90.64,25.7,78.1,25
2008-01-17 21:00:00,83.2,151,160,25.38,99.97,24.6,79.5,21
2008-01-17 22:00:00,99.6,162,227,27.1,103.02,22.9,86.4,18
2008-01-17 23:00:00,109.4,171,209,33.16,100.66,26.7,84.5,27
2008-01-18 00:00:00,94.1,177,238,31.61,97.96,25.9,74.4,15
2008-01-18 01:00:00,81.9,184,203,32.28,80.56,31,72.3,8
2008-01-18 02:00:00,58.9,188,187,34.51,74.17,37.9,60.9,7
2008-01-18 03:00:00,58.7,180,164,36.07,72.45,45,60.6,8
2008-01-18 04:00:00,48,169,140,38.17,74.34,31,59,7
2008-01-18 05:00:00,43.8,139,121,34.71,61.51,42.6,57.2,13
2008-01-18 06:00:00,39.9,127,105,30.46,62.95,40.4,48.2,9
2008-01-18 07:00:00,33.6,68,85,32.95,63.32,41.9,46.5,7
2008-01-18 08:00:00,35.6,50,56,39.54,86.89,49,37.7,11
2008-01-18 09:00:00,43,55,46,45.72,105.94,42.6,37.7,8
2008-01-18 10:00:00,47.1,47,42,45.02,79.89,36.6,37.6,5
2008-01-18 11:00:00,41.1,42,56,42.73,88.01,38.1,36,5
2008-01-18 12:00:00,38.8,72,98,38.63,87,35.8,27.9,9
2008-01-18 13:00:00,30.8,53,53,39.66,88.84,25.1,26.7,25
2008-01-18 14:00:00,33,28,43,42.22,97.54,12.3,19.8,
2008-01-18 15:00:00,39,42,40,45.16,159.25,15.9,19.9,
2008-01-18 16:00:00,37.6,52,43,48.12,48.62,16.5,20.3,5
2008-01-18 17:00:00,36.9,35,26,47.99,107.55,18.4,21.7,12
2008-01-18 18:00:00,42,24,22,51.6,216.59,18.4,29.3,18
2008-01-18 19:00:00,33.5,35,37,52.35,193.6,18.6,30.2,16
2008-01-18 20:00:00,29.1,47,44,56.68,187.2,18.8,35.1,10
2008-01-18 21:00:00,32.2,49,45,54.66,107.16,15.4,35.7,7
2008-01-18 22:00:00,36,63,44,51.89,131.57,10.8,38.8,7
2008-01-18 23:00:00,20.3,73,63,48.7,192.56,8.5,37.5,14
2008-01-19 00:00:00,18.5,70,76,56.73,164.22,10,30.4,15
2008-01-19 01:00:00,11.1,72,107,57.15,106.99,9.4,29.2,16
2008-01-19 02:00:00,9.5,64,130,38.22,124.41,18.1,22.8,14
2008-01-19 03:00:00,9.1,58,113,29.59,157.43,14.4,22.6,9
2008-01-19 04:00:00,9.3,73,92,35.83,95.46,13,21.4,6
2008-01-19 05:00:00,7.3,74,90,30.95,92.26,15,20.2,5
2008-01-19 06:00:00,7.4,74,90,23.47,114.77,6.4,13.9,5
2008-01-19 07:00:00,6.9,89,78,21.67,62.18,5.8,14.8,4
2008-01-19 08:00:00,7.6,105,42,19.79,99.71,5.5,19.4,3
2008-01-19 09:00:00,11.4,57,9,20.08,84.37,2.6,18.1,2
2008-01-19 10:00:00,19.7,56,3,20.99,43.31,4.5,11.3,3
2008-01-19 11:00:00,27.1,24,6,21.17,57.54,6,11.1,3
2008-01-19 12:00:00,23.3,14,16,17.55,32.89,7,10.1,3
2008-01-19 13:00:00,26.8,16,21,11.72,32.88,9.4,11.1,3
2008-01-19 14:00:00,20.2,18,16,7.61,33.94,14.6,16.2,4
2008-01-19 15:00:00,17.8,24,16,9.01,29.84,15.2,15.1,4
2008-01-19 16:00:00,15.8,26,20,10.11,38.04,15.7,9.2,7
2008-01-19 17:00:00,13.6,19,19,11.28,50.41,16.6,9.4,13
2008-01-19 18:00:00,13.9,21,23,10.53,52.51,15.8,10.3,12
2008-01-19 19:00:00,6,26,26,9.33,41.85,16.5,10.1,10
2008-01-19 20:00:00,11.8,23,26,10.36,36.84,14.1,9.1,8
2008-01-19 21:00:00,13.8,29,15,11.26,30.28,14.5,9.3,16
2008-01-19 22:00:00,13.8,16,12,13.51,21.59,15.4,10.3,21
2008-01-19 23:00:00,13.4,10,10,14.84,20.76,11.7,11.3,13
2008-01-20 00:00:00,14,13,14,13.8,14.53,9.1,16.1,8
2008-01-20 01:00:00,13.1,10,9,22.9,14.19,18,15.8,6
2008-01-20 02:00:00,10.3,10,11,23.35,12.81,16.6,14,6
2008-01-20 03:00:00,7,10,11,18.53,15.09,14.6,13.7,9
2008-01-20 04:00:00,5.9,10,6,27.24,16.5,10.8,12.1,10
2008-01-20 05:00:00,5.1,7,7,21.25,14.23,11.9,11.7,6
2008-01-20 06:00:00,6.9,13,11,20.77,23.32,9.5,9.8,4
2008-01-20 07:00:00,7.1,16,12,27.07,22.09,12.6,9.4,5
2008-01-20 08:00:00,9,14,11,28.12,49.76,13.4,7.4,8
2008-01-20 09:00:00,15.1,18,21,38.03,99.53,12.8,8.6,9
2008-01-20 10:00:00,29.8,28,22,47.6,105.46,14.3,14.7,6
2008-01-20 11:00:00,50,31,27,70.1,66.4,15,15.1,4
2008-01-20 12:00:00,38.1,29,24,14.21,76.45,14.2,17.3,3
2008-01-20 13:00:00,38.7,23,30,12.82,77.06,18.4,16.9,6
2008-01-20 14:00:00,34.6,31,38,15.2,94.12,18.9,15.1,9
2008-01-20 15:00:00,28.4,44,44,14.64,139.51,16.4,14.6,10
2008-01-20 16:00:00,34.2,42,37,14.22,170.83,21.9,11.6,14
2008-01-20 17:00:00,31.6,16,14,18.24,130.47,22.9,11.6,11
2008-01-20 18:00:00,30.6,10,13,15.91,108.91,22.1,11.6,11
2008-01-20 19:00:00,29.3,11,12,37.99,72.48,26.5,13.1,10
2008-01-20 20:00:00,24.8,7,8,84.35,86.7,20.5,21.1,8
2008-01-20 21:00:00,26.4,6,8,39.17,29.2,10.7,19.6,9
2008-01-20 22:00:00,29.1,5,8,23.73,32.59,12.8,11.2,10
2008-01-20 23:00:00,27.8,4,7,17.78,18.03,11.7,10.4,9
2008-01-21 00:00:00,21.2,3,6,15.98,14.2,16.2,6.1,11
2008-01-21 01:00:00,30.2,3,3,23.56,12.16,17.6,5.8,
2008-01-21 02:00:00,26.2,3,3,30.91,8.71,11,4,
2008-01-21 03:00:00,21.4,3,3,15.14,7.49,16.6,3.9,
2008-01-21 04:00:00,16.3,3,3,13.1,8.72,12.6,3.4,
2008-01-21 05:00:00,10.7,3,3,5.2,12.96,4.9,4,
2008-01-21 06:00:00,9.6,3,3,8.34,10.27,7.1,6.8,
2008-01-21 07:00:00,12.4,3,3,18.74,13.35,4,6.5,
2008-01-21 08:00:00,14.6,3,3,18.09,25.4,6.2,5,
2008-01-21 09:00:00,25.8,3,3,24.6,34.4,8.2,4.9,
2008-01-21 10:00:00,28.8,3,3,20.57,48.55,3.5,4,
2008-01-21 11:00:00,28.1,5,4,22.32,50.61,7,5.5,
2008-01-21 12:00:00,26,7,6,13.73,42.71,4,13.8,
2008-01-21 13:00:00,14.5,8,6,11.83,47.71,5.6,13,
2008-01-21 14:00:00,7.5,7,6,23.94,59.8,2.9,8.7,
2008-01-21 15:00:00,6.8,8,6,17.56,65.32,9.3,8.3,
2008-01-21 16:00:00,11.4,9,8,17.74,67.27,5.4,6.1,
2008-01-21 17:00:00,23.6,9,10,21.27,76.18,8.5,5.9,
2008-01-21 18:00:00,16.3,14,14,24.99,54.62,8,4.9,
2008-01-21 19:00:00,14,23,16,24.43,58.67,8.7,5.1,
2008-01-21 20:00:00,15.9,16,14,27.25,45.4,10.6,5.8,
2008-01-21 21:00:00,10.4,20,12,25.58,27.16,9.3,6.6,
2008-01-21 22:00:00,10.8,29,10,27.43,24.61,11.2,10.7,
2008-01-21 23:00:00,10.8,13,8,27.98,25.5,12.1,11.8,
2008-01-22 00:00:00,10.2,11,8,28.4,24.04,8.9,17.8,
2008-01-22 01:00:00,5.5,11,7,23.19,17.3,9.8,16.8,
2008-01-22 02:00:00,2.3,6,5,26.98,19.6,11,11.5,
2008-01-22 03:00:00,,5,4,22.82,14.83,10.1,10.8,
2008-01-22 04:00:00,2.1,4,4,23.63,13.03,12.8,7.6,
2008-01-22 05:00:00,3.1,4,4,22.97,13.2,10,7.4,
2008-01-22 06:00:00,5.1,5,4,22.69,19.36,11.7,6.3,
2008-01-22 07:00:00,7.3,6,5,26.1,18.84,13.2,5.9,
2008-01-22 08:00:00,11.4,7,6,41.54,21.53,14.7,3.8,
2008-01-22 09:00:00,10.5,7,6,23.72,22.98,20.3,4,
2008-01-22 10:00:00,20.8,7,5,23.15,28.23,17.7,5.4,
2008-01-22 11:00:00,24.6,8,5,22.43,30.16,7.3,6.4,
2008-01-22 12:00:00,19.6,4,4,26.77,37.32,4,11.5,
2008-01-22 13:00:00,15.2,3,4,25.08,39.51,4.4,13.4,
2008-01-22 14:00:00,13.1,3,4,30.37,23.87,11.3,22.8,
2008-01-22 15:00:00,12.2,3,12,36.17,26.81,8.1,22.1,
2008-01-22 16:00:00,15.7,4,13,26.45,38.62,7.7,18.5,
2008-01-22 17:00:00,9.7,8,18,10.13,35.96,10.4,17.8,
2008-01-22 18:00:00,13.1,13,15,13.72,17.91,8.6,14.4,
2008-01-22 19:00:00,42.6,10,9,22.62,16.97,7,15.4,
2008-01-22 20:00:00,37.3,10,14,24.39,20.72,6.4,20.3,
2008-01-22 21:00:00,19.1,12,17,20.46,20.06,3.9,19.4,
2008-01-22 22:00:00,29.9,7,15,16.51,20.49,8.4,14.3,
2008-01-22 23:00:00,15.3,9,8,14.84,20.34,4.9,14.8,
2008-01-23 00:00:00,13.6,6,10,17.82,15.88,8.4,17.2,
2008-01-23 01:00:00,8.7,4,7,13.43,12.41,0.9,16.4,
2008-01-23 02:00:00,5.7,6,6,10.15,16.99,3.8,12.3,
2008-01-23 03:00:00,7.8,6,6,11.34,13.16,5.1,11.9,
2008-01-23 04:00:00,9,5,5,10.11,9.46,3.9,9.4,
2008-01-23 05:00:00,9.1,5,5,10.49,20.97,4.4,10.7,
2008-01-23 06:00:00,10.6,6,4,14.18,18.08,3,16.9,
2008-01-23 07:00:00,12.1,5,6,18.74,18.65,4.7,16.4,
2008-01-23 08:00:00,20.4,6,18,15.34,20.26,1.3,14.1,
2008-01-23 09:00:00,29.3,8,10,19.28,27.86,4.5,14.5,
2008-01-23 10:00:00,39.4,13,15,17.63,26.37,8.1,16.5,
2008-01-23 11:00:00,35.6,16,18,16.64,31.12,4.5,17.7,
2008-01-23 12:00:00,41.1,17,19,15.83,31.34,6.5,23.3,
2008-01-23 13:00:00,24.9,15,16,14.35,29.97,8.7,23.2,
2008-01-23 14:00:00,20.2,9,13,21.6,44.29,11.3,22.6,
2008-01-23 15:00:00,21.5,8,11,33.1,43.17,11.9,23.5,
2008-01-23 16:00:00,28.1,10,11,35.93,37.56,11,27.7,
2008-01-23 17:00:00,33,17,22,38.44,48.76,14.6,28.2,
2008-01-23 18:00:00,43.9,34,38,60.72,79.21,26.1,30.6,
2008-01-23 19:00:00,37.9,42,46,75.64,69.11,23.7,33.4,
2008-01-23 20:00:00,41.5,55,62,125.26,67.12,26.6,47.3,
2008-01-23 21:00:00,29.1,66,81,93.62,53.65,17.3,47.9,
2008-01-23 22:00:00,28.5,61,86,139.59,67.63,21.4,50.7,
2008-01-23 23:00:00,28.6,62,104,152.28,67.19,20.8,49.5,
2008-01-24 00:00:00,23.5,70,110,95.56,52.93,19,42.8,
2008-01-24 01:00:00,19.6,69,123,76.43,51.25,10.9,42.1,
2008-01-24 02:00:00,17.5,50,112,81.2,47.48,17.4,38.1,
2008-01-24 03:00:00,15.2,56,64,92.8,52.67,12.6,35.6,
2008-01-24 04:00:00,15.6,50,59,91.5,48.43,16.2,23,
2008-01-24 05:00:00,13.3,46,93,75.19,42.29,12.7,21.3,
2008-01-24 06:00:00,13.9,41,80,27.15,37.47,8.3,12.2,
2008-01-24 07:00:00,16.2,41,41,20.17,36.12,8.2,14.2,
2008-01-24 08:00:00,17.1,26,31,25.98,56.67,11.3,24.3,
2008-01-24 09:00:00,22,27,51,28.49,61.53,7.8,24.3,
2008-01-24 10:00:00,34.9,36,53,29.8,46.63,6.8,24.4,
2008-01-24 11:00:00,40.6,40,36,27.75,40.29,5.8,25.5,
2008-01-24 12:00:00,40.2,38,35,25.66,34.38,8.2,30.9,
2008-01-24 13:00:00,36.9,29,29,25.35,38.67,7.9,29.5,
2008-01-24 14:00:00,33.2,23,23,27.18,35.85,9,22.3,
2008-01-24 15:00:00,30.5,30,20,28.36,42,5.9,23,
2008-01-24 16:00:00,28.4,27,21,38.8,54.15,9,26.5,
2008-01-24 17:00:00,26.8,31,32,25.28,51.79,11.1,27.4,
2008-01-24 18:00:00,26.8,58,39,27.71,42.31,15.3,32.1,
2008-01-24 19:00:00,29.7,67,42,30.01,54.15,16.5,32.9,
2008-01-24 20:00:00,29.7,82,49,32.22,52.37,15.4,36.6,
2008-01-24 21:00:00,26.8,89,56,32.98,42.89,11.6,36.2,
2008-01-24 22:00:00,21.9,93,75,33.09,51.71,9.1,34.3,
2008-01-24 23:00:00,21.1,68,96,33.84,36.95,4.3,33.8,
2008-01-25 00:00:00,13,73,98,37.61,32.68,4.6,31.3,
2008-01-25 01:00:00,9.7,81,74,37.05,35.87,8.6,30,
2008-01-25 02:00:00,2.1,79,71,36.61,57.4,14.2,23.4,
2008-01-25 03:00:00,,84,43,35.9,23.76,11.7,21.6,
2008-01-25 04:00:00,4.1,52,17,35.13,22.79,12.8,12.7,
2008-01-25 05:00:00,7.6,16,13,35.25,23.21,9.8,12.1,
2008-01-25 06:00:00,9.5,15,16,35.19,28.98,8,9.1,
2008-01-25 07:00:00,8.7,18,17,41.13,31.72,9.4,10.1,
2008-01-25 08:00:00,11.5,19,21,33.38,34.2,9.3,15,
2008-01-25 09:00:00,21,21,19,22.68,42.54,12.2,14.9,
2008-01-25 10:00:00,22.1,21,23,19.99,43.84,10.2,14.5,
2008-01-25 11:00:00,16.9,24,23,15.92,46.22,12.5,13.9,
2008-01-25 12:00:00,15.3,17,14,15.61,33.22,14.4,11,
2008-01-25 13:00:00,13.3,13,13,14.23,33.22,13.7,10.8,
2008-01-25 14:00:00,13.2,13,15,18,36.92,13.1,9.9,
2008-01-25 15:00:00,10.8,13,12,23.48,38.14,20.7,9.4,
2008-01-25 16:00:00,10.8,21,23,30.12,43.28,6.7,6.8,
2008-01-25 17:00:00,15.2,28,24,38.49,54.69,7.6,7.5,
2008-01-25 18:00:00,15.8,39,32,81.17,61.83,7.7,10.8,
2008-01-25 19:00:00,9.7,43,43,89.88,60.32,4.6,11.4,
2008-01-25 20:00:00,7.7,49,48,115.01,58.68,6.7,14.8,
2008-01-25 21:00:00,10.2,44,35,117.77,50.17,5.4,13.9,
2008-01-25 22:00:00,8.7,34,21,98.71,48.24,4.3,9.2,
2008-01-25 23:00:00,9.8,24,12,47.87,43.36,4.8,8.9,
2008-01-26 00:00:00,12.2,14,11,54.38,38.79,2.4,7.4,
2008-01-26 01:00:00,10.7,8,10,49.67,33.6,4.2,8.3,
2008-01-26 02:00:00,9.9,7,8,35.99,30.27,14,12.9,
2008-01-26 03:00:00,9.2,8,8,36.08,25.95,16.3,12.5,
2008-01-26 04:00:00,8.7,9,9,34.4,27.57,16.5,10.7,
2008-01-26 05:00:00,6.2,9,9,14.63,30.32,17.5,10.6,
2008-01-26 06:00:00,4.4,10,9,10.59,28.09,16.8,10,
2008-01-26 07:00:00,5.5,11,11,13.5,29.58,14.3,11.1,
2008-01-26 08:00:00,5.3,12,12,15.94,33.93,12.5,16.3,
2008-01-26 09:00:00,4.9,14,15,20.65,36.35,19.1,15.3,
2008-01-26 10:00:00,13.2,18,19,22.15,43.35,15,10.3,
2008-01-26 11:00:00,17.6,20,22,22.06,46.8,4.4,10.6,
2008-01-26 12:00:00,14.6,22,22,21.91,47.9,2,12,
2008-01-26 13:00:00,12.3,24,26,22.64,49.56,2.9,11.7,
2008-01-26 14:00:00,10.6,25,26,29.56,44.48,2,10.2,
2008-01-26 15:00:00,11.4,21,20,44.53,50.42,4.1,10.5,
2008-01-26 16:00:00,9,16,16,46.75,51.87,4,12,
2008-01-26 17:00:00,9.8,22,18,52.17,45.94,4.5,11.3,
2008-01-26 18:00:00,9.1,31,21,43.05,50.61,5.3,7.5,
2008-01-26 19:00:00,6.9,27,19,39.77,60.08,7.1,7.7,
2008-01-26 20:00:00,3.4,17,18,35.52,50.71,9.4,8.2,
2008-01-26 21:00:00,4.1,15,17,35.49,42.33,6.5,8.1,
2008-01-26 22:00:00,4.3,13,15,37.95,33.54,7.1,7.5,
2008-01-26 23:00:00,4.3,13,15,21.89,30.85,6.4,7.2,
2008-01-27 00:00:00,3.9,9,9,12.85,27.41,7.9,5.8,
2008-01-27 01:00:00,6.5,3,3,2.47,4.96,6.8,6.7,
2008-01-27 02:00:00,6.2,3,3,3.25,4.16,14.6,10.9,
2008-01-27 03:00:00,4.9,3,3,5.15,5.06,11.5,10.3,
2008-01-27 04:00:00,5.4,3,3,4.91,5.94,10.8,7.4,
2008-01-27 05:00:00,4.1,3,3,5.33,8.18,9.9,7.8,
2008-01-27 06:00:00,5.5,3,3,5.3,8.37,9.8,9.5,4
2008-01-27 07:00:00,7.3,3,3,6.8,8.73,10.2,9.5,7
2008-01-27 08:00:00,9.7,3,3,7.7,16.13,8.7,9.3,9
2008-01-27 09:00:00,10.6,5,5,7.89,14.28,12.9,8.9,7
2008-01-27 10:00:00,14.1,10,9,11.67,17.26,14.9,6.9,4
2008-01-27 11:00:00,21.2,9,10,17.9,19.37,16.6,7.2,7
2008-01-27 12:00:00,22.6,10,10,15.42,21.39,7.9,8.9,12
2008-01-27 13:00:00,21.2,11,10,15.53,28.15,5.5,9,11
2008-01-27 14:00:00,11.8,14,13,21.21,26.46,2.3,9.6,17
2008-01-27 15:00:00,12.6,20,17,23.7,34.06,9.2,10.5,22
2008-01-27 16:00:00,6.8,21,20,19.79,48.88,5.7,14.9,16
2008-01-27 17:00:00,4.7,24,21,19.94,40.61,6.5,15.4,14
2008-01-27 18:00:00,7.9,22,21,25.16,59.56,5.9,18.1,14
2008-01-27 19:00:00,8,11,11,37.44,63.22,6.2,17.6,11
2008-01-27 20:00:00,9.8,3,5,19.78,48.87,7.6,14.8,10
2008-01-27 21:00:00,13.1,3,8,10.76,19.87,6.3,15.1,8
2008-01-27 22:00:00,12.1,3,3,5.99,15.12,8.5,16.5,15
2008-01-27 23:00:00,11.6,3,3,3.7,10.96,10.4,16.8,22
2008-01-28 00:00:00,12.1,3,3,3.21,8.57,11.2,18.1,17
2008-01-28 01:00:00,9.3,3,3,3.48,5.24,3.8,17.8,15
2008-01-28 02:00:00,9.2,3,3,3.46,5.35,6.3,16.2,17
2008-01-28 03:00:00,8.5,3,3,3.67,10.44,7.8,15.2,10
2008-01-28 04:00:00,9.1,3,3,4.23,7.89,5.6,10.3,11
2008-01-28 05:00:00,12.5,3,3,5.45,10.59,7.1,9.8,14
2008-01-28 06:00:00,13.7,3,3,6.55,10.5,6.6,7.5,13
2008-01-28 07:00:00,15.9,3,4,7.93,12.68,9.1,9.1,11
2008-01-28 08:00:00,29.7,5,6,8.29,29.38,7.5,17.3,9
2008-01-28 09:00:00,112.9,9,8,13.16,21.48,11.5,17,14
2008-01-28 10:00:00,58.1,9,18,13.2,20.9,4.4,15.6,18
2008-01-28 11:00:00,29.6,9,13,15.33,22.15,8.8,17.6,
2008-01-28 12:00:00,36.8,9,11,14.65,25.38,6.8,28.1,43
2008-01-28 13:00:00,33.3,11,10,15.53,22.79,9.7,28.4,55
2008-01-28 14:00:00,23.7,11,11,16.36,25.39,11.6,32.7,44
2008-01-28 15:00:00,37.9,10,16,16.81,25.67,14.2,30.5,34
2008-01-28 16:00:00,37.3,14,24,15.65,28,25.2,18.7,27
2008-01-28 17:00:00,41.1,30,35,26.39,58.76,26.8,17.7,30
2008-01-28 18:00:00,40.4,41,40,43.89,73.39,27.5,12.6,22
2008-01-28 19:00:00,41.7,53,51,74.52,70.97,22.8,15.1,34
2008-01-28 20:00:00,36.1,93,75,107.18,87.54,21.9,27.7,41
2008-01-28 21:00:00,32,97,80,136.77,106.99,14.3,28,53
2008-01-28 22:00:00,28.1,94,89,130.66,110.75,12.1,29.6,50
2008-01-28 23:00:00,25.6,95,107,155.15,101.01,8.3,32.4,38
2008-01-29 00:00:00,26,86,120,100.32,81.59,3.9,46.9,27
2008-01-29 01:00:00,29.3,85,127,117.71,75.29,6.1,47.7,27
2008-01-29 02:00:00,26,87,130,126.44,69.42,4.7,51.4,26
2008-01-29 03:00:00,21.6,83,121,125.98,69.82,9,50,24
2008-01-29 04:00:00,17.4,76,127,125.55,54.54,9,43,25
2008-01-29 05:00:00,15.3,70,106,116.62,87.15,4.8,41.5,18
2008-01-29 06:00:00,18.7,56,65,99.15,77.95,8.3,33.7,22
2008-01-29 07:00:00,31.9,57,47,78.63,75.02,6.3,32.5,22
2008-01-29 08:00:00,23.8,63,41,82.27,89.69,9.4,25.7,20
2008-01-29 09:00:00,35,55,45,95.71,96.18,7.3,26.1,14
2008-01-29 10:00:00,26.1,49,53,89.2,85.25,8.6,28.2,20
2008-01-29 11:00:00,29.9,59,54,68.89,80.74,4.3,28.9,34
2008-01-29 12:00:00,23.8,58,56,46.49,77.23,7.7,32.6,42
2008-01-29 13:00:00,20.5,59,47,35.88,63.54,10.7,31.5,52
2008-01-29 14:00:00,17.9,66,60,37.9,56.17,9,25.6,50
2008-01-29 15:00:00,14.5,66,74,40,63.05,8.8,26.1,52
2008-01-29 16:00:00,23.3,74,82,42.14,95.18,11.8,28.7,51
2008-01-29 17:00:00,27.1,85,95,45.12,92.03,12.6,29.2,47
2008-01-29 18:00:00,33.5,101,101,49.04,89.55,11.7,31.8,47
2008-01-29 19:00:00,41.4,94,96,53.04,84.32,10,34.3,58
2008-01-29 20:00:00,43.9,89,102,49.12,83.21,13,46.7,49
2008-01-29 21:00:00,40.7,95,119,50.3,58.53,16,48.3,40
2008-01-29 22:00:00,36.3,103,122,49.37,61.24,9.7,56.6,40
2008-01-29 23:00:00,32.7,111,136,48.6,67.39,12.3,57.2,39
2008-01-30 00:00:00,27.7,125,216,42.53,57.07,9.4,60.3,36
2008-01-30 01:00:00,24.2,123,175,45.42,53.94,9.6,59.6,32
2008-01-30 02:00:00,22.4,148,274,38.88,50,15.8,55.7,38
2008-01-30 03:00:00,20.6,156,184,39.41,39.62,16.5,55.1,31
2008-01-30 04:00:00,22.2,136,108,44.17,27.03,13.3,52.1,20
2008-01-30 05:00:00,27.9,128,96,38.37,25.98,15.2,51.5,32
2008-01-30 06:00:00,27.2,108,85,38.1,30.33,18.5,48.3,35
2008-01-30 07:00:00,31.2,106,68,35.99,39.7,16.8,48.6,32
2008-01-30 08:00:00,27.3,95,75,37.94,43.04,20.6,50,22
2008-01-30 09:00:00,32.4,104,85,42.01,51.88,19.5,50.1,26
2008-01-30 10:00:00,42.1,124,107,38.33,51.35,23,50.3,25
2008-01-30 11:00:00,50.5,117,111,38.45,47.64,19,50.7,21
2008-01-30 12:00:00,30.7,104,91,38.13,34.3,19.1,53,37
2008-01-30 13:00:00,22.8,85,59,39.72,36.23,21.5,51.9,34
2008-01-30 14:00:00,33.3,39,38,42.37,39.95,18.2,45.7,38
2008-01-30 15:00:00,26.2,22,32,40.86,41.31,17.7,45.1,42
2008-01-30 16:00:00,35.9,28,34,43.47,60.37,17,41.9,40
2008-01-30 17:00:00,39.5,58,41,44.37,93.25,21.2,41.2,46
2008-01-30 18:00:00,32.9,67,58,48.59,93.44,23.1,37.4,48
2008-01-30 19:00:00,33.1,104,47,51.45,81.56,21.1,36.9,46
2008-01-30 20:00:00,29.5,76,29,50.15,51.43,23,34.4,47
2008-01-30 21:00:00,27.3,45,43,47.4,68.68,13.7,34.6,41
2008-01-30 22:00:00,17.9,37,63,46.25,77.64,10,35.7,38
2008-01-30 23:00:00,15,59,63,37.85,50.89,7,34.9,31
2008-01-31 00:00:00,10,65,55,33.02,35.42,3.6,30.3,27
2008-01-31 01:00:00,5.9,62,55,34.53,33.66,2.2,29.6,25
2008-01-31 02:00:00,4.6,65,57,36.22,29.52,6.9,25.7,17
2008-01-31 03:00:00,,48,50,40.85,31.74,4,25,10
2008-01-31 04:00:00,2,42,40,39.75,32.97,3.5,21.4,7
2008-01-31 05:00:00,3.2,35,34,60.22,36.32,3.5,19.9,6
2008-01-31 06:00:00,3.1,32,33,48.78,42.38,5.9,12.4,5
2008-01-31 07:00:00,6.3,30,32,43.89,45.74,4.1,11.7,4
2008-01-31 08:00:00,29.4,29,26,67.15,57.38,6.6,8.1,5
2008-01-31 09:00:00,20.1,31,27,85.19,71.82,7,8,5
2008-01-31 10:00:00,35.3,26,29,47.85,67.15,6.4,7.1,5
