Kod stacji,KpBydWarszaw,MpKrakBulwar,MpKrakowWIOSPrad6115,PkJasloWIOSFabr,PkPrzemyslWIOSMick,Pm.a09a,WpPoznPolank,ZpSzczPils02
2008-05-15 18:00:00,,16,13,16.17,20.45,13.7,15.1,17
2008-05-15 19:00:00,,23,14,19.25,26.48,11.9,20,19
2008-05-15 20:00:00,,67,25,18.63,39.14,14.6,21.4,26
2008-05-15 21:00:00,,37,36,20.64,27.93,13,28.9,19
2008-05-15 22:00:00,,35,38,0,16.99,9.5,31.2,17
2008-05-15 23:00:00,,29,32,19.02,15.97,13.5,43.3,16
2008-05-16 00:00:00,,32,31,18.61,18.42,11.7,43.4,10
2008-05-16 01:00:00,,43,32,17.79,29.61,12.2,43.7,16
2008-05-16 02:00:00,,30,32,0,28.08,13.3,45.4,19
2008-05-16 03:00:00,,27,28,18.03,16.26,18.9,53.9,30
2008-05-16 04:00:00,,29,35,18.42,13.76,14.4,51.7,29
2008-05-16 05:00:00,,31,35,20.23,20.88,20.2,39.8,29
2008-05-16 06:00:00,,32,38,19.01,21.59,14.5,42.2,21
2008-05-16 07:00:00,,26,33,19.78,25.79,13.6,54.6,37
2008-05-16 08:00:00,,19,35,15.49,22.43,13.7,53.6,55
2008-05-16 09:00:00,,16,25,16.16,23.36,19.7,48.3,40
2008-05-16 10:00:00,,11,15,19.18,18.21,24.6,47.5,34
2008-05-16 11:00:00,,13,13,20.75,17.11,17.2,43.1,24
2008-05-16 12:00:00,,12,13,20.57,18.04,13.9,40.6,15
2008-05-16 13:00:00,,10,9,23.78,18.92,19.4,27.3,14
2008-05-16 14:00:00,,8,8,0,20.92,11.9,25.9,9
2008-05-16 15:00:00,,8,9,0,21.82,10.9,18.4,16
2008-05-16 16:00:00,,12,13,0,21.65,10.9,17.2,14
2008-05-16 17:00:00,,12,10,0,23.8,14.6,10.9,16
2008-05-16 18:00:00,,14,13,0,29.08,10.1,13.4,11
2008-05-16 19:00:00,,16,19,25.05,43.27,14.8,26.1,29
2008-05-16 20:00:00,,17,17,21.26,64.05,11.2,26.1,17
2008-05-16 21:00:00,,16,17,20.38,73.49,11.9,26.3,20
2008-05-16 22:00:00,,18,20,27.84,68.7,13.2,27,21
2008-05-16 23:00:00,,21,25,22.83,50.63,21.7,30.6,27
2008-05-17 00:00:00,,22,26,24.63,45.12,21.5,29.4,19
2008-05-17 01:00:00,,28,25,28.39,42.42,17.3,23,33
2008-05-17 02:00:00,,35,29,23.16,32.79,22.2,23.2,20
2008-05-17 03:00:00,,36,25,19.86,22.59,21.5,24.3,26
2008-05-17 04:00:00,,33,26,19.15,26.87,16.9,23.6,38
2008-05-17 05:00:00,,37,26,25.22,38.41,19.3,20,24
2008-05-17 06:00:00,,40,25,30.37,33.32,20.1,21.4,23
2008-05-17 07:00:00,,29,24,27.47,36.69,14.4,28.1,24
2008-05-17 08:00:00,,21,24,28.19,30.5,9.5,27.3,28
2008-05-17 09:00:00,,16,20,24.24,22.19,13.8,23,28
2008-05-17 10:00:00,,13,11,0,17.53,9,24.1,15
2008-05-17 11:00:00,,9,8,0,17.52,9.6,29.7,15
2008-05-17 12:00:00,,7,7,0,15.5,7.7,28.2,32
2008-05-17 13:00:00,,7,7,0,13.77,16.2,20.7,22
2008-05-17 14:00:00,,5,9,0,17.65,15.5,20.4,12
2008-05-17 15:00:00,,4,10,0,19.42,12.1,18.8,12
2008-05-17 16:00:00,,4,9,0,17.65,8.3,18.2,18
2008-05-17 17:00:00,,7,8,0,16.45,10,15.4,10
2008-05-17 18:00:00,,15,13,0,22.88,7.1,15.5,13
2008-05-17 19:00:00,,15,18,0,51.43,7.7,15.9,13
2008-05-17 20:00:00,,39,28,,40.54,9.9,17.6,26
2008-05-17 21:00:00,,57,39,30.41,48.93,10.7,25.6,18
2008-05-17 22:00:00,,83,41,27.9,62.4,5.1,26.6,19
2008-05-17 23:00:00,,98,35,19.86,49.62,9.4,31.3,11
2008-05-18 00:00:00,,51,34,19.18,45.65,17.7,31.3,11
2008-05-18 01:00:00,,29,34,19.99,23.18,16.4,31.2,15
2008-05-18 02:00:00,,22,32,21.55,22.27,12.7,29.3,10
2008-05-18 03:00:00,,26,27,0,29.49,15.6,19.8,21
2008-05-18 04:00:00,,26,23,0,24.02,10.8,19.9,31
2008-05-18 05:00:00,,31,23,0,26.47,9.2,20,34
2008-05-18 06:00:00,,32,27,22.39,22.5,8.5,20.1,18
2008-05-18 07:00:00,,25,26,20.06,19.37,8.7,20.6,19
2008-05-18 08:00:00,,19,18,19.46,17.85,4.4,19.1,17
2008-05-18 09:00:00,,11,13,0,17.18,5.4,11.6,10
2008-05-18 10:00:00,,8,10,0,15.92,4.7,10.8,10
2008-05-18 11:00:00,,7,10,0,15.86,6,6.6,21
2008-05-18 12:00:00,,7,9,0,15.45,9.7,6.4,12
2008-05-18 13:00:00,,7,10,0,16.94,10.5,5.3,7
2008-05-18 14:00:00,,4,6,0,19.04,6,5,14
2008-05-18 15:00:00,,3,6,0,19.67,10.2,3.5,18
2008-05-18 16:00:00,,6,8,0,19.77,12.2,3.6,18
2008-05-18 17:00:00,,10,11,0,20.8,9,3.7,14
2008-05-18 18:00:00,,10,11,0,19.47,11.8,4,14
2008-05-18 19:00:00,,13,15,0,23.15,9.2,5,10
2008-05-18 20:00:00,,12,18,0,30.32,5.9,5.8,7
2008-05-18 21:00:00,,10,27,0,28.28,7.3,9.6,6
2008-05-18 22:00:00,,8,39,,13.87,10.1,9.7,8
2008-05-18 23:00:00,,8,22,19.17,8.87,11.3,10.2,19
2008-05-19 00:00:00,,7,7,16.83,9.95,6.4,10.1,12
2008-05-19 01:00:00,,6,4,16.83,10.6,9.1,9.4,13
2008-05-19 02:00:00,,4,4,15.06,10.7,3.8,9.7,20
2008-05-19 03:00:00,,7,6,15.51,10.91,4.2,10.8,11
2008-05-19 04:00:00,,6,7,15.47,11.74,7.6,10.1,7
2008-05-19 05:00:00,,7,8,14.79,19.45,7.2,6.1,16
2008-05-19 06:00:00,,7,7,19.57,16.49,8.7,7.3,10
2008-05-19 07:00:00,,9,9,19.01,27.4,4.9,13.2,17
2008-05-19 08:00:00,,10,11,21.03,24.42,1,12.8,10
2008-05-19 09:00:00,,11,9,0,19.13,3.7,10.4,7
2008-05-19 10:00:00,,6,3,0,23.67,4.3,10.2,
2008-05-19 11:00:00,,8,7,0,21.17,6.6,9.3,
2008-05-19 12:00:00,,15,11,,22.5,1.2,9.2,
2008-05-19 13:00:00,,13,11,23.66,20.01,1.5,8.4,
2008-05-19 14:00:00,,9,7,23.99,19.96,2,9.3,
2008-05-19 15:00:00,,6,7,0,22.51,1.8,14.1,
2008-05-19 16:00:00,,5,13,0,17.47,1.8,13.3,
2008-05-19 17:00:00,,6,10,0,17.7,1.9,9.2,7
2008-05-19 18:00:00,,7,8,0,20.32,4.7,8.7,9
2008-05-19 19:00:00,,7,9,22.65,18.57,1.3,6.3,14
2008-05-19 20:00:00,,8,9,26.09,14.62,2.2,6.5,9
2008-05-19 21:00:00,,9,9,27.43,18.76,4.4,7.4,11
2008-05-19 22:00:00,,10,34,22.42,21.55,1.2,9.8,8
2008-05-19 23:00:00,,8,8,17.66,16.76,1.7,22.3,13
2008-05-20 00:00:00,,8,7,14.77,11.56,5.1,24.2,13
2008-05-20 01:00:00,,9,8,12.6,9.08,7.7,33.7,16
2008-05-20 02:00:00,,8,6,14.62,10.47,5.4,33.5,11
2008-05-20 03:00:00,,7,7,13.59,9.76,13.2,32.5,12
2008-05-20 04:00:00,,8,8,17.14,10.35,4.8,32.9,13
2008-05-20 05:00:00,,10,10,22.36,21.92,7,34.7,14
2008-05-20 06:00:00,,11,11,23.25,19.61,10.8,34.4,11
2008-05-20 07:00:00,,13,12,23.66,17.41,7.2,32.9,11
2008-05-20 08:00:00,,14,12,23.76,18.67,4.4,33.8,16
2008-05-20 09:00:00,,16,10,23.67,16.99,9.9,38.1,20
2008-05-20 10:00:00,,16,12,21.52,22.63,10.3,35.8,20
2008-05-20 11:00:00,,15,14,23.48,26.34,6.8,24,17
2008-05-20 12:00:00,,14,13,18.46,24.69,3.7,23.2,12
2008-05-20 13:00:00,,11,14,15.63,25.99,8.2,19.2,15
2008-05-20 14:00:00,,21,14,15.38,21.36,6.4,18.6,11
2008-05-20 15:00:00,,15,10,12.6,23.01,11.7,15.6,17
2008-05-20 16:00:00,,16,9,13.03,25.37,8.3,15.8,11
2008-05-20 17:00:00,,16,11,16.84,21.69,6.9,16.3,19
2008-05-20 18:00:00,,15,12,19.49,25.13,7.1,16,12
2008-05-20 19:00:00,,16,14,18.29,25.64,4.4,14.1,9
2008-05-20 20:00:00,,13,14,18.09,22,4.4,14.3,7
2008-05-20 21:00:00,,12,12,17.42,23.18,8.4,15.4,12
2008-05-20 22:00:00,,9,11,16.14,24.07,5.3,15.8,8
2008-05-20 23:00:00,,7,7,13.37,25.04,6.3,17.3,25
2008-05-21 00:00:00,,5,4,8.5,20.63,3.9,18.2,18
2008-05-21 01:00:00,,3,3,5.3,15.05,3.1,22.6,10
2008-05-21 02:00:00,,3,3,3.75,11.87,8.9,22.7,8
2008-05-21 03:00:00,,3,5,5.55,13.38,19.8,23.3,11
2008-05-21 04:00:00,,3,3,6.99,14.23,9.1,23,9
2008-05-21 05:00:00,,3,3,8.88,15.37,11.1,21.3,17
2008-05-21 06:00:00,,3,3,9.92,17.54,7.7,21.4,18
2008-05-21 07:00:00,,4,3,11.59,21.07,7.6,22.3,12
2008-05-21 08:00:00,,7,3,13.18,24.25,8.2,20.7,19
2008-05-21 09:00:00,,3,3,13.1,15.51,7.5,12.4,12
2008-05-21 10:00:00,,3,3,13.05,18.57,6.8,13.5,8
2008-05-21 11:00:00,,3,3,13.87,17.23,4.6,19.4,7
2008-05-21 12:00:00,,5,3,19.75,17.41,4.5,18,14
2008-05-21 13:00:00,,6,4,0,21.97,2.8,10.5,12
2008-05-21 14:00:00,,5,6,0,21.32,9.4,12.5,8
2008-05-21 15:00:00,,7,5,0,19.3,6.6,22.4,6
2008-05-21 16:00:00,,8,7,0,20.44,6.6,21.5,14
2008-05-21 17:00:00,,10,12,0,18.69,8,16.7,10
2008-05-21 18:00:00,,11,9,0,17.44,4.8,16,8
2008-05-21 19:00:00,,13,9,,23.27,7.2,12.2,16
2008-05-21 20:00:00,,13,13,25.86,23.19,7.5,12.9,22
2008-05-21 21:00:00,,15,10,26.15,34.76,12.3,16.5,15
2008-05-21 22:00:00,,13,12,23.41,36.68,11.6,17.7,8
2008-05-21 23:00:00,,22,11,24.9,29.04,10.2,23.9,5
2008-05-22 00:00:00,,20,13,27.9,22.17,15.4,22.7,12
2008-05-22 01:00:00,,14,10,29.42,21.3,11.5,16.6,14
2008-05-22 02:00:00,,10,10,26.02,22.33,11.8,16.1,11
2008-05-22 03:00:00,,11,9,23.44,23.64,12.2,13.2,11
2008-05-22 04:00:00,,8,8,20.16,21.12,12.8,13.2,10
2008-05-22 05:00:00,,7,6,16.24,22.75,8.7,13.2,8
2008-05-22 06:00:00,,6,6,15.4,28.54,10.1,12.9,9
2008-05-22 07:00:00,,7,11,11.89,15.31,14.5,10.9,17
2008-05-22 08:00:00,,9,13,9.17,9.02,17.2,10.6,12
2008-05-22 09:00:00,,9,7,10.56,6.58,12.9,8.7,7
2008-05-22 10:00:00,,9,8,10.94,10.15,16.1,8.8,6
2008-05-22 11:00:00,,8,7,0,9.02,17.3,9.3,9
2008-05-22 12:00:00,,8,9,0,9.15,11.5,9.8,13
2008-05-22 13:00:00,,10,10,0,10.97,11.4,12.4,9
2008-05-22 14:00:00,,10,10,,12.44,11.2,12.7,6
2008-05-22 15:00:00,,10,14,17.3,10.93,10.8,13.9,5
2008-05-22 16:00:00,,10,11,20.5,8.9,8.8,13.2,5
2008-05-22 17:00:00,,10,10,20.37,9.26,9.8,9.4,6
2008-05-22 18:00:00,,12,11,15.41,11.49,24.7,8.9,8
2008-05-22 19:00:00,,15,12,7.96,11.66,16,6.2,6
2008-05-22 20:00:00,,13,13,6.22,13.62,14.7,7.1,17
2008-05-22 21:00:00,,15,15,8.46,11.94,9.2,11.6,13
2008-05-22 22:00:00,,16,16,6.63,11.87,8.8,12.6,16
2008-05-22 23:00:00,,18,18,5.42,9.8,9.2,17.4,10
2008-05-23 00:00:00,,17,18,6.77,7.21,8.5,16.9,16
2008-05-23 01:00:00,,17,17,9.67,7.26,11.9,13.8,15
2008-05-23 02:00:00,,17,14,10.61,6.35,11.5,14.1,27
2008-05-23 03:00:00,,9,10,12.52,4.85,8.6,15.6,19
2008-05-23 04:00:00,,12,14,15.8,5.73,12.2,15.4,22
2008-05-23 05:00:00,,14,14,19.82,7.29,12.3,14.2,15
2008-05-23 06:00:00,,14,14,17.27,9.23,8.6,14.3,10
2008-05-23 07:00:00,,14,13,0,13.7,7.4,15,17
2008-05-23 08:00:00,,13,12,0,15.71,9.6,15.3,23
2008-05-23 09:00:00,,12,11,0,15.46,13.6,16.7,24
2008-05-23 10:00:00,,12,16,0,17.48,13.7,15.6,15
2008-05-23 11:00:00,,15,14,0,19.53,8.4,9.7,8
2008-05-23 12:00:00,,12,15,0,19.11,14.4,10.7,13
2008-05-23 13:00:00,,13,14,0,19.31,12,15.7,12
2008-05-23 14:00:00,,9,8,0,20.46,11.4,15.7,11
2008-05-23 15:00:00,,12,9,0,23.9,26.2,15.8,6
2008-05-23 16:00:00,,9,12,0,24.89,15.1,15.4,3
2008-05-23 17:00:00,,10,15,0,23.48,11.9,13.4,3
2008-05-23 18:00:00,,11,13,,27.02,12.8,13.8,4
2008-05-23 19:00:00,,8,15,14.67,34.78,7.9,15.5,3
2008-05-23 20:00:00,,11,20,20.38,31.83,11.1,16.2,11
2008-05-23 21:00:00,,22,23,15.17,31.47,11.6,19.6,9
2008-05-23 22:00:00,,18,15,17.81,25.7,10.2,18.8,5
2008-05-23 23:00:00,,16,16,19.23,23.08,10.2,14.5,4
2008-05-24 00:00:00,,18,16,15.54,23.71,15.4,14,6
2008-05-24 01:00:00,,16,12,15.71,24.76,13.3,11.4,14
2008-05-24 02:00:00,,14,12,16.79,23.8,9.3,12.3,10
2008-05-24 03:00:00,,13,11,26.84,23.84,15.3,18.1,7
2008-05-24 04:00:00,,13,13,32.41,22.27,13.8,18,5
2008-05-24 05:00:00,,14,15,32.94,23.71,10.9,17.6,9
2008-05-24 06:00:00,,17,16,36.59,25.14,14.4,17.2,8
2008-05-24 07:00:00,,22,23,45.12,22.72,15.5,15.1,10
2008-05-24 08:00:00,,29,27,27.51,22.36,11.9,14.4,8
2008-05-24 09:00:00,,32,29,21.69,24.15,9.6,10.9,7
2008-05-24 10:00:00,,29,28,22.42,30.52,8.4,12,5
2008-05-24 11:00:00,,26,26,0,23.73,10.3,17.8,17
2008-05-24 12:00:00,,22,22,,24.24,10.1,16.8,16
2008-05-24 13:00:00,,23,24,19.34,25.23,11,11.6,9
2008-05-24 14:00:00,,25,28,0,22.06,8.8,11.5,8
2008-05-24 15:00:00,,29,26,0,21.17,9.7,10.7,16
2008-05-24 16:00:00,,24,26,0,22.67,24.5,10.5,11
2008-05-24 17:00:00,,18,24,0,27.32,14.7,9.5,8
2008-05-24 18:00:00,,16,27,0,27.65,9.7,9.1,5
2008-05-24 19:00:00,,18,22,,28.36,10.7,6.6,5
2008-05-24 20:00:00,,31,18,40.86,30.03,10.7,7.6,4
2008-05-24 21:00:00,,35,22,35.59,35.37,13.3,12.4,9
2008-05-24 22:00:00,,37,34,25.13,37.55,10.6,13,7
2008-05-24 23:00:00,,35,39,20.29,28.92,11.1,16.1,11
2008-05-25 00:00:00,,41,40,27.07,34.08,12.4,16.5,7
2008-05-25 01:00:00,,39,36,26.72,28.78,10.8,18.3,8
2008-05-25 02:00:00,,36,40,27.46,25.22,12,19.1,7
2008-05-25 03:00:00,,39,32,27.05,25.83,12.9,25,8
2008-05-25 04:00:00,,36,30,27.57,27.59,8.5,24.2,13
2008-05-25 05:00:00,,32,30,30.87,28.02,13.3,19.6,14
2008-05-25 06:00:00,,31,30,36.16,29.37,15.7,19,14
2008-05-25 07:00:00,,30,29,41.02,27.97,13.4,15.7,9
2008-05-25 08:00:00,,21,19,37.45,32.85,11,16.1,6
2008-05-25 09:00:00,,16,13,33.78,34.76,10.3,17.7,11
2008-05-25 10:00:00,,11,10,25.98,25.08,11.6,16.4,9
2008-05-25 11:00:00,,10,9,26.56,20.78,13.6,10.1,7
2008-05-25 12:00:00,,5,7,17.17,16.15,13.1,10.4,5
2008-05-25 13:00:00,,7,7,15.9,16.32,11,12,4
2008-05-25 14:00:00,,7,7,12.45,16.4,12.2,12.8,2
2008-05-25 15:00:00,,7,6,13.67,11.51,14.1,16.9,1
2008-05-25 16:00:00,,8,6,13.01,11.95,18.6,16.2,2
2008-05-25 17:00:00,,16,7,8.44,13.73,28.9,12.3,2
2008-05-25 18:00:00,,5,4,6.83,13.95,13.2,12.3,3
2008-05-25 19:00:00,,3,3,7.52,14.13,11.5,12,15
2008-05-25 20:00:00,,3,4,9.09,15.01,15.7,,10
2008-05-25 21:00:00,,4,4,10.26,15.92,16.1,13.8,11
2008-05-25 22:00:00,,9,6,9.63,16.37,15.9,13.9,18
2008-05-25 23:00:00,,7,7,9.95,13.12,15.7,14.3,15
2008-05-26 00:00:00,,7,9,10.49,10.54,16.9,15.8,20
2008-05-26 01:00:00,,15,10,11.74,10.68,18.2,23.7,15
2008-05-26 02:00:00,,14,11,11.68,9.95,10.7,24,11
2008-05-26 03:00:00,,12,11,11.91,10.5,8.4,25.2,23
2008-05-26 04:00:00,,12,12,14.2,14.82,10.3,24.8,15
2008-05-26 05:00:00,,20,8,15.28,27.72,12.6,22.5,9
2008-05-26 06:00:00,,13,15,14.89,18.47,12.9,21.7,7
2008-05-26 07:00:00,,20,38,12.98,18.67,11.3,17.4,22
2008-05-26 08:00:00,,9,11,9.51,12.67,9.6,17.3,15
2008-05-26 09:00:00,,5,6,9.75,15.36,10.8,16.5,9
2008-05-26 10:00:00,,5,5,9.96,13.66,12.1,17.5,18
2008-05-26 11:00:00,,3,4,9.77,14.5,20.8,23.7,13
2008-05-26 12:00:00,,3,4,9.93,13.53,16.5,22.2,18
2008-05-26 13:00:00,,4,4,0,15.03,13.8,14.4,22
2008-05-26 14:00:00,,3,4,0,12.16,11.2,14.6,13
2008-05-26 15:00:00,,4,4,0,9.82,15.1,15.2,10
2008-05-26 16:00:00,,9,7,0,9.35,13.2,15.2,6
2008-05-26 17:00:00,,7,7,0,11.61,12.3,15,17
2008-05-26 18:00:00,,7,10,0,17.59,14.3,15.6,22
2008-05-26 19:00:00,,10,11,,23.44,7,18.7,15
2008-05-26 20:00:00,,23,9,20.98,29.98,11.7,17.8,17
2008-05-26 21:00:00,,48,11,22.01,29.82,15.2,12.9,25
2008-05-26 22:00:00,,58,12,21.99,25.89,9.7,14.1,19
2008-05-26 23:00:00,,27,17,20.26,20.79,14.6,20.2,16
2008-05-27 00:00:00,,21,20,17.08,27.24,14.2,,16
2008-05-27 01:00:00,,17,15,17.55,22.73,9.7,22.6,20
2008-05-27 02:00:00,,18,15,16.43,17.42,11.6,22.3,20
2008-05-27 03:00:00,,19,17,14.5,19.58,11.3,20.8,18
2008-05-27 04:00:00,,18,17,14.15,19.49,10.9,20.6,17
2008-05-27 05:00:00,,22,17,16.08,23.91,9.4,19.6,30
2008-05-27 06:00:00,,22,35,14.79,25.81,8.8,20.8,19
2008-05-27 07:00:00,,31,29,13.88,27.51,11,26.6,26
2008-05-27 08:00:00,,29,23,17.08,25.69,15.2,26.9,28
2008-05-27 09:00:00,,21,19,14.9,21.4,7.1,28.4,23
2008-05-27 10:00:00,,16,16,0,16.71,10.1,27.7,15
2008-05-27 11:00:00,,15,12,0,16.77,6.3,24.3,13
2008-05-27 12:00:00,,12,10,0,14.62,10.5,25.1,10
2008-05-27 13:00:00,,12,10,0,14.85,9.7,28.9,7
2008-05-27 14:00:00,,12,13,0,14.4,12.5,29.1,17
2008-05-27 15:00:00,,13,16,0,15.98,11.7,30,12
2008-05-27 16:00:00,,10,10,0,17.46,16.4,28.4,11
2008-05-27 17:00:00,,14,13,0,18.17,24.3,19.8,8
2008-05-27 18:00:00,,12,16,0,24.92,29,19.9,17
2008-05-27 19:00:00,,17,18,0,29.72,9,20.4,11
2008-05-27 20:00:00,,21,18,0,37.06,9.2,19.5,7
2008-05-27 21:00:00,,19,19,0,43.26,6.3,14.3,6
2008-05-27 22:00:00,,28,19,0,35.98,10.6,14.4,9
2008-05-27 23:00:00,,26,24,0,36.33,3.7,14.9,20
2008-05-28 00:00:00,,25,24,,29.96,4,14.5,14
2008-05-28 01:00:00,,24,23,28.46,26.59,9.2,11.3,18
2008-05-28 02:00:00,,23,23,26.67,25.9,6.1,11.6,16
2008-05-28 03:00:00,,18,17,27.6,25.99,9.6,13.1,21
2008-05-28 04:00:00,,18,13,25.4,25.42,4.5,12.9,13
2008-05-28 05:00:00,,16,13,25.22,23.19,7.7,11.6,12
2008-05-28 06:00:00,,23,15,26.05,24.35,25.3,12.3,11
2008-05-28 07:00:00,,21,14,23.86,29.53,3.4,15.9,8
2008-05-28 08:00:00,,22,12,23.11,31.79,1.2,14.8,10
2008-05-28 09:00:00,,23,12,22.21,29.73,5,9.2,10
2008-05-28 10:00:00,,20,10,18.34,25.82,3.9,8.7,9
2008-05-28 11:00:00,,18,13,0,16.83,3,5.9,7
2008-05-28 12:00:00,,8,5,0,14.48,2.4,6.8,6
2008-05-28 13:00:00,,5,3,0,14.68,7.3,11.7,4
2008-05-28 14:00:00,,5,3,0,14.66,5.1,12.4,3
2008-05-28 15:00:00,,11,3,0,13.34,4.4,16,3
2008-05-28 16:00:00,,10,3,0,8.43,4.1,15.1,2
2008-05-28 17:00:00,,16,4,0,7.55,2.7,9.8,10
2008-05-28 18:00:00,,15,5,0,9.8,5.4,9.5,10
2008-05-28 19:00:00,,24,3,6.71,9.36,1.3,7.8,7
2008-05-28 20:00:00,,35,3,9.71,16.84,2.8,8.5,3
2008-05-28 21:00:00,,40,3,8.89,17.05,6.8,12,7
2008-05-28 22:00:00,,37,3,9.15,17.72,4.5,12.1,8
2008-05-28 23:00:00,,21,3,8.83,19.16,6.6,12.8,15
2008-05-29 00:00:00,,20,3,7.65,15.45,4.5,12.7,9
2008-05-29 01:00:00,,23,6,6.8,14.69,9,12.1,14
2008-05-29 02:00:00,,10,18,6.98,13.8,6.4,12.1,13
2008-05-29 03:00:00,,26,16,7.57,17.81,10.1,11.9,10
2008-05-29 04:00:00,,54,3,7.84,19.2,14.2,11.2,11
2008-05-29 05:00:00,,59,3,8.84,20.82,12,7.6,7
2008-05-29 06:00:00,,64,3,13.26,15.63,8.7,7.4,13
2008-05-29 07:00:00,,53,4,10.29,15.7,13.1,6.3,8
2008-05-29 08:00:00,,12,7,11.11,12.9,10.4,7,9
2008-05-29 09:00:00,,9,7,10.66,0,14.9,10.5,7
2008-05-29 10:00:00,,7,7,9.98,0,17,10.2,17
2008-05-29 11:00:00,,7,6,8.87,0,11.9,8.7,11
2008-05-29 12:00:00,,9,6,7.93,0,5.1,8.5,7
2008-05-29 13:00:00,,12,5,8.96,0,8.7,7.6,4
2008-05-29 14:00:00,,10,5,7.46,0,9,8.1,4
2008-05-29 15:00:00,,7,4,0,0,7.8,10.7,10
2008-05-29 16:00:00,,10,3,0,0,14.7,10.5,7
2008-05-29 17:00:00,,26,4,0,0,6.4,8.9,4
2008-05-29 18:00:00,,51,4,0,0,6.5,9.4,3
2008-05-29 19:00:00,,50,6,0,0,4.8,11.8,3
2008-05-29 20:00:00,,44,7,,0,7.8,12.1,10
2008-05-29 21:00:00,,35,8,23.6,0,10.8,13.7,10
2008-05-29 22:00:00,,35,8,18.33,0,4.4,14,22
2008-05-29 23:00:00,,71,7,13.54,0,6.4,15.4,15
2008-05-30 00:00:00,,71,7,12.27,0,9.9,16.1,10
2008-05-30 01:00:00,,75,7,12.29,0,6.3,19.8,11
2008-05-30 02:00:00,,94,9,0,0,12.2,18.4,12
2008-05-30 03:00:00,,75,10,16.65,0,15.3,11.4,14
2008-05-30 04:00:00,,79,10,16.34,0,11,11,14
2008-05-30 05:00:00,,17,10,16.86,0,8.2,9,14
2008-05-30 06:00:00,,29,10,18.91,0,9.7,9.8,11
2008-05-30 07:00:00,,34,13,22.03,0,10.7,13.9,15
2008-05-30 08:00:00,,34,13,18.8,0,10.1,14.3,15
2008-05-30 09:00:00,,27,11,15.82,0,12.6,16.5,12
2008-05-30 10:00:00,,26,9,13.06,0,15.2,16.6,9
2008-05-30 11:00:00,,16,7,0,0,17.9,16.8,16
2008-05-30 12:00:00,,12,6,,0,6.8,17.6,16
2008-05-30 13:00:00,,13,5,11.95,0,8.7,21.4,10
2008-05-30 14:00:00,,7,4,9.93,0,13,21.5,9
2008-05-30 15:00:00,,7,3,10.18,0,9.7,21.7,9
2008-05-30 16:00:00,,8,4,10.32,0,11.8,20.3,7
2008-05-30 17:00:00,,12,3,9.44,0,15,12.4,5
2008-05-30 18:00:00,,21,5,11.22,0,12.3,12.7,5
2008-05-30 19:00:00,,35,7,12.77,0,5.4,14.3,10
2008-05-30 20:00:00,,55,7,17.64,0,13,14.8,11
2008-05-30 21:00:00,,55,8,30.19,0,9.2,17.1,9
2008-05-30 22:00:00,,51,7,36.67,0,10,17.3,19
2008-05-30 23:00:00,,89,9,25.97,0,5.4,18.5,17
2008-05-31 00:00:00,,52,9,19.76,0,9.1,19.2,18
2008-05-31 01:00:00,,65,10,17.37,0,7.6,22.7,13
2008-05-31 02:00:00,,19,10,14.94,0,10.8,22.3,17
2008-05-31 03:00:00,,30,10,18.91,0,15.7,20.2,28
2008-05-31 04:00:00,,36,11,21.34,0,11.8,20.1,16
2008-05-31 05:00:00,,54,10,22.1,0,15.3,19.7,12
2008-05-31 06:00:00,,22,10,23.72,0,14.7,20.7,17
2008-05-31 07:00:00,,36,11,22.93,0,15.9,25.5,23
2008-05-31 08:00:00,,38,13,20.18,0,9.6,23.9,21
2008-05-31 09:00:00,,35,14,18.01,0,15.6,14.7,16
2008-05-31 10:00:00,,19,14,15.84,0,13.9,15,19
2008-05-31 11:00:00,,17,12,14.65,0,15.7,16.3,13
2008-05-31 12:00:00,,15,11,14.17,0,14.1,,9
2008-05-31 13:00:00,,16,9,12.14,0,16.9,,6
2008-05-31 14:00:00,,14,7,11.45,0,13.4,16.9,6
2008-05-31 15:00:00,,8,6,11.63,0,15.7,18,5
2008-05-31 16:00:00,,12,4,11.2,0,12.2,18.2,15
2008-05-31 17:00:00,,15,4,10.26,0,10,19.1,10
2008-05-31 18:00:00,,14,6,11.75,0,9.1,19,7
2008-05-31 19:00:00,,16,8,14.3,0,11.3,18.2,6
2008-05-31 20:00:00,,15,11,20.35,0,11.4,19.3,4
2008-05-31 21:00:00,,9,9,22.67,0,12.3,24,12
2008-05-31 22:00:00,,9,8,17.84,0,10.5,23.7,12
2008-05-31 23:00:00,,23,8,16.36,0,7.4,21.9,25
2008-06-01 00:00:00,,79,8,15.62,0,7,21.6,24
2008-06-01 01:00:00,,77,9,16,,4.1,20,17
2008-06-01 02:00:00,,54,10,16.06,,7.1,20.6,25
2008-06-01 03:00:00,,31,10,16.43,,4.9,23.6,16
2008-06-01 04:00:00,,22,10,15.93,,7.1,22.9,18
2008-06-01 05:00:00,,26,8,18.9,,6.7,19.1,13
2008-06-01 06:00:00,,17,9,23.63,,2.9,19,13
2008-06-01 07:00:00,,40,9,23.37,,7.1,18.6,9
2008-06-01 08:00:00,,40,5,18.64,,5.2,18.5,20
2008-06-01 09:00:00,,15,3,9.99,,7.4,17.9,20
2008-06-01 10:00:00,,4,3,8.09,,12.3,17.4,13
