Kod stacji,DsWalbrzWyso,DsWrocWybCon,KpBydPlPozna,LbLublin_Krasn,LdLodzWIOSARubinst,LdLodzZachod,MzPlocKroJad,MzPlockPKN1,MzPlockPKN2,MzPlocMiReja,MzRadTochter,MzWarAlNiepo,MzWarTolstoj,MzWarWokalna,OpKKozBSmial,OpZdziePiast,SlDabro1000L,SlZabSkloCur,WmOlsPuszkin,WpPoznDabrow,ZpSzczPils02
2006-01-25 22:00:00,,,6.85,,9.43,9.88,6.55,,,7.35,,5.74,2.94,3.24,0,0,21,13.2,,,
2006-01-25 23:00:00,,,6.85,,7.93,10.06,5.97,,,6.72,,5.03,2.89,2.77,1,0,22,14.33,,,
2006-01-26 00:00:00,,,6.85,,7.61,9.65,6.55,,,6.53,,4.26,2.89,2.4,1,0,21,11.13,,,
2006-01-26 01:00:00,,,6.85,,7.62,9.09,7.02,,,7.53,,4.25,2.65,2.29,0,0,21,7.4,,,
2006-01-26 02:00:00,,,6.85,,7.34,8.53,6.74,,,7.38,,3.92,2.38,2.46,1,0,21,7.22,,,
2006-01-26 03:00:00,,,6.85,,6.59,7.91,6.45,,,6.93,,4.09,2.3,2.53,0,0,22,5.28,,,
2006-01-26 04:00:00,,,6.85,,5.92,7.21,5.94,,,6.32,,3.95,2.31,2.16,0,0,20,4.41,,,
2006-01-26 05:00:00,,,6.85,,5.6,6.65,5.45,,,5.89,,4.08,2.31,2.45,0,0,23,9.22,,,
2006-01-26 06:00:00,,,6.85,,6.01,6.15,5.33,,,5.82,,4.06,2.23,2.68,0,0,21,14,,,
2006-01-26 07:00:00,,,6.85,,5.02,6.19,5.45,,,6.12,,4.2,2.23,3.24,0,0,24,14.34,,,
2006-01-26 08:00:00,,,6.85,,5.36,6.99,5.83,,,6.58,,6.72,2.27,5.03,1,0,28,13.22,,,
2006-01-26 09:00:00,,,6.85,,7.04,7.52,6.48,,4.9,7.49,,9.16,2.53,4.29,2,0,31,11.66,,,
2006-01-26 10:00:00,,,6.85,,10.25,7.57,7.13,,5.67,8.65,,9.17,3.12,4.66,1,0,17,9.52,,,
2006-01-26 11:00:00,,,6.85,,10.2,11.11,7.97,,5.47,9.32,,9.28,3.45,4.87,1,0,14,6.51,,,
2006-01-26 12:00:00,,,,,6.15,10.14,8.31,,5.02,8.61,,9.89,3.35,5.01,1,1,15,3,,,
2006-01-26 13:00:00,,,10.75,,5.75,8.15,7.08,,5.49,7.57,,10.29,2.6,5.66,0,0,11,3.49,,,
2006-01-26 14:00:00,,,13.36,,5.05,7.07,5.9,,5.64,6.97,,6.23,1.73,5.28,0,0,10,4.67,,,
2006-01-26 15:00:00,,,8.2,,5.74,8.09,6.43,,5.32,6.96,,,1.6,4.7,0,1,13,8.07,,,
2006-01-26 16:00:00,,,8.44,,7.93,11.86,7.1,,5.4,7.81,,10.14,1.48,4.76,1,1,15,11.89,,,14
2006-01-26 17:00:00,,,18.74,,9.12,15.65,8.27,,5.67,6.45,,12.79,1.73,6.72,1,1,18,22.1,,,14
2006-01-26 18:00:00,,,29.19,,10.69,13.57,8.02,,9.78,11.9,,13.6,2.62,4.18,2,1,21,24.66,,,18
2006-01-26 19:00:00,,,37.76,,12.41,12.7,9.09,,14.94,11.78,,12.94,2.9,3.72,3,2,19,30.53,,,15
2006-01-26 20:00:00,,,40.74,,9.25,12.8,7.89,,8.17,9.26,,10.64,3.76,8.43,56,35,21,33.41,,,16
2006-01-26 21:00:00,,,56.17,,10.44,14.3,8.02,,5.86,8.8,,11.86,7.09,8.7,89,25,23,43.67,,,17
2006-01-26 22:00:00,,,49.46,,8.34,18.45,6.67,,6.33,8.44,,10.8,10.69,8.95,72,16,38,32.68,,,23
2006-01-26 23:00:00,,,48.15,,6.89,13.95,6.78,,6.59,8.32,,14.71,11.33,10.29,27,14,36,43.8,,,22
2006-01-27 00:00:00,,,35.53,,7.23,9.83,7.59,,7.31,8.56,,12.26,10.81,11.16,65,15,36,41.26,,,18
2006-01-27 01:00:00,,,26.87,,6.81,8.33,7.39,,7.02,8.36,,10.63,9.51,12.03,115,16,36,40.86,,,15
2006-01-27 02:00:00,,,24.81,,6.41,8.89,7.74,,7.36,8.27,,8.76,3.66,12.19,71,14,39,44.44,,,14
2006-01-27 03:00:00,,,22.12,,5.97,9.4,8.35,,8.63,8.35,,8.83,3.74,12.2,112,19,39,36.73,,,11
2006-01-27 04:00:00,,,20.53,,5.42,8.45,8.3,,11.54,8.73,,10.7,4.55,11.33,73,13,26,28.47,,,11
2006-01-27 05:00:00,,,20.4,,5.35,7.76,8.77,,21.53,8.31,,11.97,7.23,9.77,31,15,27,27.35,,,11
2006-01-27 06:00:00,,,20.19,,6.08,7.53,9.6,,24.86,8.98,,10.86,7.98,8.14,33,16,29,34.94,,,11
2006-01-27 07:00:00,,,21.45,,6.79,8.69,8.54,,11.55,8.88,,10.76,8.35,8.32,56,22,30,40.04,,,11
2006-01-27 08:00:00,,,26.39,,9.84,11.68,9.33,,9.38,9.98,,12,8.05,9.29,64,15,38,43.49,,,11
2006-01-27 09:00:00,,,29.58,,10.25,,9.77,,8.86,,,14.05,14.6,11.03,64,14,30,38.66,,,12
2006-01-27 10:00:00,,,29.05,,12.58,,10.76,,8.74,,,17.05,18.11,12.04,85,16,21,11.66,,,15
2006-01-27 11:00:00,,,54.56,,15.41,,13.4,,9.28,13.07,,16.74,14.24,15.45,65,13,20,7.36,,,15
2006-01-27 12:00:00,,,45.64,9.46,14.73,19.98,10.79,,9.42,12.64,,17.29,7.46,11.53,17,9,13,6.49,,,16
2006-01-27 13:00:00,,,29.46,6.09,7.65,15.06,8.84,,8.07,10.41,,11.7,5.53,10.33,3,3,17,8.41,,,16
2006-01-27 14:00:00,,,32.17,5.53,7.39,10.77,7.6,,6.7,8.3,,11.4,4.49,9.99,2,3,16,11.92,,,17
2006-01-27 15:00:00,,,26.99,4.8,6.32,9.9,6.45,,4.63,7.62,,12.83,5.43,10.9,3,2,13,10.96,,,19
2006-01-27 16:00:00,,,20.94,4.94,5.01,10.64,7.55,,3.99,8.12,,11.58,4.03,11.98,3,1,18,17.32,,,14
2006-01-27 17:00:00,,,18.61,7.72,8.35,13.76,12.2,,4.78,9.43,,12.02,2.99,15.34,3,1,21,39.72,,,14
2006-01-27 18:00:00,,,32.67,10.18,,27.09,10.52,,7.06,12.88,,16.37,3.77,12.32,5,2,25,35.03,,,15
2006-01-27 19:00:00,,,42.66,14.47,,37.29,7.64,,7.41,13.85,,18.73,5.34,11.42,6,3,25,48.82,,,24
2006-01-27 20:00:00,,,28.95,15.26,,36.68,9.65,,7.3,11.67,,19.61,5,13.04,6,4,29,50.5,,,23
2006-01-27 21:00:00,,,34.3,12.97,,23.35,11,,6.56,11.17,,19.62,8.06,16.48,15,5,30,50.17,,,32
2006-01-27 22:00:00,,,46.03,16.75,,19.63,9.51,,6.07,9.05,,17.81,10.71,14.93,44,3,31,41.95,,,38
2006-01-27 23:00:00,,,31,18.76,9.34,13.91,8.31,,7.24,7.92,,16.57,10.18,9.5,58,2,32,23.35,,,47
2006-01-28 00:00:00,,,31.81,17.56,6.61,13.25,7.79,,7.91,8.33,,13.65,6.97,9.72,57,5,26,26.07,,,49
2006-01-28 01:00:00,,,33.41,17.87,6.19,14.06,8.32,,7.88,8.62,,11.55,6.58,8.41,83,4,28,29.4,,,46
2006-01-28 02:00:00,,,21.39,13.05,6.11,13.46,8.69,,8.02,8.84,,10.03,6.85,6.61,201,4,32,25.6,,,39
2006-01-28 03:00:00,,,24.08,7.01,6.8,11.12,9.64,,9.75,8.9,,8.54,6.42,5.94,200,8,30,18.51,,,33
2006-01-28 04:00:00,,,23.59,6.52,8.07,10.31,10.27,,9.48,9.39,,8.5,7.21,5.72,47,9,34,14.07,,,29
2006-01-28 05:00:00,,,22.51,6.47,9.62,10.58,9.89,,10.51,9.85,,9.23,6.25,5.89,20,7,32,16.62,,,28
2006-01-28 06:00:00,,,15.06,6.17,8.51,9.96,9.89,,10.53,9.5,,8.44,5.9,5.46,15,6,30,24.24,,,28
2006-01-28 07:00:00,,,13.03,7.3,8.31,10.34,9.12,,9.18,8.93,,8.42,6.07,4.96,15,6,30,42.87,,,22
2006-01-28 08:00:00,,,10.3,8.08,9.85,11.1,9.61,,9.99,9,,8.26,6.02,4.77,32,12,29,42.85,,,22
2006-01-28 09:00:00,,,9.24,8.46,9.4,12.97,10.5,,10.64,10.04,,8.95,5.73,5.12,27,16,24,36.62,,,22
2006-01-28 10:00:00,,,8.51,8.32,9.91,12.91,10.17,,9.45,10.57,,9.18,5.44,5.39,71,10,21,12.91,,,25
2006-01-28 11:00:00,,,10.39,7.3,10.1,11.96,9.04,,7.73,10.19,,8.93,4.9,5.09,39,10,19,8.92,,,28
2006-01-28 12:00:00,,,10.43,6.38,7.58,9.21,8.57,,6.44,8.92,,7.82,5.05,4,22,9,17,9.36,,,28
2006-01-28 13:00:00,,,10.28,5.87,7.36,10.15,7.72,,6.63,8.98,,,4.54,3.08,47,7,12,9.76,,,31
2006-01-28 14:00:00,,,6.3,5.38,6.87,8.7,7.05,,6.91,9.37,,,4.81,3.52,13,9,11,7.96,,,21
2006-01-28 15:00:00,,,4.75,6.28,4.29,6.47,5.99,,6.15,8.4,,7.59,4.56,3.11,13,5,7,10.53,,,15
2006-01-28 16:00:00,,,5.16,6.52,4.26,4.9,5.32,,5.23,8.17,,7.25,4.48,2.75,20,4,12,8.6,,,13
2006-01-28 17:00:00,,,4.92,7.41,5.94,9.07,3.84,,2.76,7.36,,5.99,4.01,2.39,21,6,16,16.42,,,12
2006-01-28 18:00:00,,,4.56,6.11,5.94,12.43,2.59,,1.9,4.31,,5.05,3.63,1.56,22,7,23,15.16,,,13
2006-01-28 19:00:00,,,4.29,4.39,7.53,11.8,2.2,,1.84,3.22,,3.87,2.92,1.14,18,8,25,44.55,,,14
2006-01-28 20:00:00,,,6.4,4.63,5.67,10.49,2.11,,1.78,2.86,,2.85,2.37,1.06,21,10,24,52.6,,,16
2006-01-28 21:00:00,,,5.09,4.74,5.08,10.91,2.79,,2.32,3.51,,2.4,1.78,1.03,28,10,29,53.85,,,15
2006-01-28 22:00:00,,,5.02,4.23,5.9,9.89,2.95,,3.06,4.31,,2.67,1.49,1.04,117,10,38,51.09,,,12
2006-01-28 23:00:00,,,4.06,4.97,6.86,9.63,3.11,,3.43,4.27,,3.03,1.38,1.54,115,10,39,52.42,,,8
2006-01-29 00:00:00,,,4.36,5.5,8.55,9.83,4.93,,5.43,5.54,,4.18,1.57,2.42,143,10,36,54.77,,,7
2006-01-29 01:00:00,,,4.26,5.27,7.27,9.28,6.93,,7.12,7.39,,4.49,2.43,2.29,227,11,39,57.78,,,7
2006-01-29 02:00:00,,,4.11,5.84,6.56,7.86,7.57,,7.28,8.64,,4.03,2.49,2.28,259,12,37,56.66,,,6
2006-01-29 03:00:00,,,3.86,5.39,5.94,7.39,6.89,,6.39,8.17,,4.97,2.54,3.01,261,20,38,62.17,,,6
2006-01-29 04:00:00,,,3.64,5.55,6.27,7.17,6.23,,5.88,7.49,,5.71,3.4,3.43,62,30,39,55.78,,,4
2006-01-29 05:00:00,,,3.69,5.69,6.08,6.91,4.78,,4.01,6.19,,6.44,3.84,3.86,91,24,34,57.09,,,4
2006-01-29 06:00:00,,,3.59,5.8,6.15,6.9,3.47,,3.61,4.54,,6.28,4.54,3.7,218,29,30,46.08,,,5
2006-01-29 07:00:00,,,3.64,6.15,6.09,6.75,3.04,,4.86,3.76,,5.81,4.53,3.58,147,20,27,35.11,,,4
2006-01-29 08:00:00,,,3.78,5.71,5.97,,2.55,,3.1,,,5.34,4.32,3.27,119,24,27,26.6,,,4
2006-01-29 09:00:00,,,4.56,5.11,5.46,,2.18,,2.82,,,4.86,3.87,2.59,67,25,26,20.49,,,6
2006-01-29 10:00:00,,,6.11,5.15,4.93,,2.22,,2.92,2.76,,3.83,3.52,2.03,129,33,25,22.09,,,7
2006-01-29 11:00:00,,,5.34,5.12,4.52,14.12,2.42,,2.21,2.99,,3.23,2.8,1.79,83,26,26,19.95,,,9
2006-01-29 12:00:00,,,5.58,5.26,4.41,10.77,2.43,,1.88,3.28,,3.06,2.08,1.49,12,26,29,11.33,,,11
2006-01-29 13:00:00,,,5.64,5.27,4.43,9.54,2.24,,2.1,3.25,,3.06,1.02,1.48,8,21,25,10.23,,,
2006-01-29 14:00:00,,,4.61,4.9,4.53,8.99,2.41,,2.31,3.11,,3.15,1.52,1.4,6,8,23,8.23,,,12
2006-01-29 15:00:00,,,4.9,4.4,3.96,8.41,2.21,,2.15,3.17,,3.62,1.62,1.73,5,6,14,10.21,,,14
2006-01-29 16:00:00,,,4.52,4.47,4.14,7.86,2.08,,1.88,2.86,,3.84,1.64,2.16,5,5,13,8.98,,,10
2006-01-29 17:00:00,,,5.23,4.1,,8.68,1.97,,1.63,2.98,,3.64,1.83,2.62,5,4,18,7.91,,,8
2006-01-29 18:00:00,,,5.56,4.39,,9,1.84,,1.55,2.54,,3.47,1.83,1.88,6,3,18,6.8,,,11
2006-01-29 19:00:00,,,4.14,4.26,,8.42,1.96,,1.51,2.66,,3.43,1.73,1.51,7,6,20,12.32,,,10
2006-01-29 20:00:00,,,4.36,4.27,4.49,8.41,1.89,,1.54,2.69,,2.83,1.54,1.43,7,6,25,37.12,,,6
2006-01-29 21:00:00,,,3.79,4.59,4.66,7.52,1.86,,1.45,2.6,,2.73,1.37,1.23,33,6,26,41.58,,,7
2006-01-29 22:00:00,,,3.46,4.95,4.72,6.41,1.75,,,2.17,,2.32,1.36,1.04,101,5,30,42.6,,,8
2006-01-29 23:00:00,,,3.14,5.33,4.91,5.96,1.61,,1.52,1.93,,2.02,1.22,1.04,78,4,30,40.29,,,6
2006-01-30 00:00:00,,,2.77,5.68,4.16,5.56,1.58,,1.43,1.8,,1.96,1.08,0.91,76,5,28,35,,,5
2006-01-30 01:00:00,,,2.44,5.66,4.89,5.9,1.21,,1.13,1.56,,1.6,1.06,0.81,227,13,29,27.49,,,4
2006-01-30 02:00:00,,,2.57,5.82,4.53,6.22,1.1,,1.24,1.39,,1.26,0.85,0.68,85,18,28,27.66,,,3
2006-01-30 03:00:00,,,2.39,5.58,3.97,5.65,0.98,,0.69,1.27,,1.2,0.73,0.66,112,21,27,25.07,,,4
2006-01-30 04:00:00,,,2.08,4.95,3.61,5.16,0.93,,0.38,1.23,,1.05,0.72,0.63,73,19,28,40.98,,,3
2006-01-30 05:00:00,,,2.1,4.63,3.51,4.58,0.89,,0.72,1.06,,1.39,0.66,0.78,96,18,28,36.88,,,2
2006-01-30 06:00:00,,,2.78,4.57,3.92,4.8,1.08,,0.99,1.16,,1.33,0.7,0.7,51,20,24,34.97,,,2
2006-01-30 07:00:00,,,3.73,4.58,4.16,5.38,1.4,,1.47,1.63,,1.77,0.88,0.7,66,33,23,32.32,,,2
2006-01-30 08:00:00,,,4.82,4.39,4.14,5.38,1.75,,1.33,2.3,,2.51,0.84,0.94,19,19,24,26.51,,,2
2006-01-30 09:00:00,,,5,3.91,4.48,6.21,1.62,,,2.38,,3.45,1,1,58,19,27,20.08,,,3
2006-01-30 10:00:00,,,3.23,3.2,3.94,8.18,2.01,,2.95,2.31,,3.25,1.12,0.81,62,15,27,18.93,,,4
2006-01-30 11:00:00,,,4.03,2.82,4.4,7.18,2.52,,2.64,3.2,,2.92,1.22,0.78,40,9,25,11.71,,,4
2006-01-30 12:00:00,,,4.46,2.72,3.02,5.38,2.28,3.91,1.93,3.27,,,1.3,0.96,13,7,18,7.38,,,4
2006-01-30 13:00:00,,,4.41,2.73,2.53,4.64,1.63,5.28,1.7,2.45,,,1.03,0.94,5,5,8,7.96,,,5
2006-01-30 14:00:00,,,3.75,2.67,2.47,4.4,1.46,5.55,,2.2,,2.41,1.44,0.86,4,5,6,4.83,,,5
2006-01-30 15:00:00,,,5.27,2.66,2.32,4.05,1.32,5.66,1.07,1.97,,2.64,1.3,0.68,2,5,4,2.7,,,4
2006-01-30 16:00:00,,,4.24,2.85,1.83,3.46,1.25,7.52,0.93,1.83,,2.61,1.27,0.66,3,5,6,3.63,,,5
2006-01-30 17:00:00,,,4.14,2.94,1.99,3.38,1.26,7.65,0.77,1.83,,3.02,0.89,0.7,2,3,3,5.37,,,6
2006-01-30 18:00:00,,,5.36,3.04,2.1,3.72,1.21,9.7,0.98,1.81,,2.65,0.77,0.7,2,1,3,6.43,,,7
2006-01-30 19:00:00,,,4.78,2.94,1.89,3.91,1.25,15.66,0.78,2.06,,2.7,0.6,0.65,2,1,4,6.71,,,9
2006-01-30 20:00:00,,,4.74,2.43,2.19,2.96,1.28,11.49,0.9,1.95,,2.22,0.51,0.49,3,1,5,7.84,,,6
2006-01-30 21:00:00,,,4.03,2.86,1.76,2.9,1.19,5.89,0.93,1.7,,1.89,0.58,0.52,4,3,5,8.13,,,5
2006-01-30 22:00:00,,,3.1,2.7,1.66,2.84,1.2,3.82,0.98,1.59,,1.72,0.58,0.53,4,4,5,8.59,,,4
2006-01-30 23:00:00,,,2.97,2.66,1.57,2.23,1.32,6.2,1.01,1.78,,1.48,0.6,0.53,4,5,5,6.68,,,1
2006-01-31 00:00:00,,,2.63,2.65,1.32,2.03,1.18,5.23,1.3,1.57,,1.26,0.54,0.5,4,4,6,4.83,,,1
2006-01-31 01:00:00,,,2.31,2.53,1.16,1.81,1.1,3.93,1.01,1.45,,1.07,0.5,0.54,4,2,6,4.33,,,2
2006-01-31 02:00:00,,,2.18,2.68,0.98,1.81,0.99,3.08,0.91,1.3,,1.03,0.45,0.51,3,0,3,4.8,,,1
2006-01-31 03:00:00,,,1.57,2.72,1.11,1.75,1.03,3.09,0.7,1.32,,0.82,0.43,0.44,2,1,3,4.56,,,0
2006-01-31 04:00:00,,,1.62,2.62,1.06,1.66,0.88,3.53,0.39,1.14,,0.77,0.43,0.42,2,1,2,3.5,,,0
2006-01-31 05:00:00,,,1.54,2.6,1.02,1.45,0.92,3.63,0.81,1.11,,0.79,0.45,0.41,2,1,2,3.56,,,0
2006-01-31 06:00:00,,,1.99,2.58,1.12,1.46,0.9,2.55,0.54,1.12,,0.69,0.39,0.37,2,1,3,3.88,,,0
2006-01-31 07:00:00,,,2.41,2.57,1.31,,0.94,5.64,0.88,,,0.8,0.39,0.37,2,1,3,4.89,,,0
2006-01-31 08:00:00,,,2.86,2.69,1.33,,1.04,3.32,1.05,,,1.15,0.4,0.42,2,0,4,5.18,,,0
2006-01-31 09:00:00,,,3.51,2.64,1.51,,1.11,,0.76,1.48,,2.1,0.46,0.48,2,0,5,5.01,,,1
2006-01-31 10:00:00,,,4.11,2.82,1.57,6.66,0.94,7.77,0.72,1.32,,2.19,0.57,0.51,1,1,5,6.2,,,2
2006-01-31 11:00:00,,,3.27,2.62,1.6,5.7,0.92,7.51,0.54,1.24,,2.18,0.58,0.54,1,0,6,6.69,,,2
2006-01-31 12:00:00,,,3.54,2.49,1.83,4.25,0.94,7.86,0.54,1.27,,1.75,0.59,0.5,1,0,5,6.42,,,3
2006-01-31 13:00:00,,,3.83,2.87,1.6,3.81,1.1,2.88,0.81,1.28,,1.91,0.4,0.4,1,0,2,4.85,,,4
2006-01-31 14:00:00,,,4.24,2.54,1.68,3.99,1.13,2.14,0.85,1.29,,2.13,0.41,0.4,1,0,2,6.71,,,4
2006-01-31 15:00:00,,,4.26,2.59,1.98,3.64,1.12,2.29,0.72,1.28,,2.06,0.45,0.41,1,0,5,6.02,,,5
2006-01-31 16:00:00,,,4.52,2.75,,3.08,1.05,3.85,0.25,1.43,,2.84,0.5,0.46,1,0,5,3.93,,,5
2006-01-31 17:00:00,,,4.49,2.42,2.3,2.91,1.08,10.97,0.65,1.62,,3.39,0.5,0.51,1,0,4,4.07,,,5
2006-01-31 18:00:00,,,4.71,2.54,2.59,3.13,1.08,8.83,0.72,1.65,,3.16,0.51,0.54,1,0,4,2.63,,,6
2006-01-31 19:00:00,,,4.42,2.35,2.04,3.61,1.16,3.09,0.93,1.45,,3.06,0.65,0.63,2,0,2,1.15,,,8
2006-01-31 20:00:00,,,4.73,2.63,2.01,3.15,1.35,3.57,0.99,1.5,,2.56,0.55,0.53,1,0,1,1.21,,,8
2006-01-31 21:00:00,,,3.81,2.46,1.8,3.05,1.22,9.18,0.92,1.57,,2,0.62,0.52,2,0,1,2.38,,,7
2006-01-31 22:00:00,,,3.05,2.69,1.69,2.88,1.25,4.18,0.97,1.69,,1.72,0.67,0.47,2,0,2,3.13,,,5
2006-01-31 23:00:00,,,2.7,2.67,1.78,2.5,1.25,10.18,0.95,1.6,,1.49,0.59,0.44,2,0,2,1.6,,,4
2006-02-01 00:00:00,,,2.29,2.77,1.24,2.35,1.09,6.3,0.71,1.39,,1.04,0.46,0.44,1,0,1,1,,,3
2006-02-01 01:00:00,,,1.98,2.6,1.18,2.28,0.97,3.14,0.6,1.23,,0.81,0.43,0.42,0,0,0,1.11,,,2
2006-02-01 02:00:00,,,1.91,2.59,0.89,2.16,0.86,3.24,0.41,1.08,,0.73,0.37,0.39,0,0,1,2.84,,,1
2006-02-01 03:00:00,,,1.72,2.55,0.81,1.72,0.86,4.43,0.43,0.97,,0.69,0.35,0.35,0,0,1,3.45,,,1
2006-02-01 04:00:00,,,1.69,2.64,0.77,1.68,0.81,5.26,0.25,1.02,,0.68,0.34,0.33,0,0,1,3.43,,,0
2006-02-01 05:00:00,,,1.73,2.51,0.71,1.56,0.75,4.7,0.25,0.95,,0.61,0.3,0.33,0,0,3,4.95,,,0
2006-02-01 06:00:00,,,2.1,2.55,0.73,1.51,0.75,4.47,0.39,0.9,,0.64,0.28,0.32,0,0,5,4.66,,,0
2006-02-01 07:00:00,,,2.49,2.51,0.74,1.67,0.77,3.81,0.68,1.02,,0.72,0.31,0.31,1,0,6,3.24,,,1
2006-02-01 08:00:00,,,2.86,2.55,0.81,,0.85,,0.73,1.1,,1.09,0.34,0.34,1,0,4,2.77,,,1
2006-02-01 09:00:00,,,3.19,2.56,1.37,,0.94,,0.4,1.27,,1.55,0.37,0.42,1,0,5,2.95,,,2
2006-02-01 10:00:00,,,3.45,2.47,1.2,,0.94,4.28,0.82,1.26,,1.5,0.36,0.4,1,1,4,3.24,,,3
2006-02-01 11:00:00,,,4.57,2.62,1.1,,0.97,3.31,0.25,1.24,,,0.37,0.42,1,0,4,4.31,,,3
2006-02-01 12:00:00,,,3.9,2.59,1.24,,0.98,4.67,0.25,1.3,,1.83,0.42,0.45,1,1,4,6.62,,,4
2006-02-01 13:00:00,,,3.69,2.62,1.37,,1.03,,0.25,1.45,,1.6,0.46,0.43,1,1,5,7.89,,,4
2006-02-01 14:00:00,,,3.95,2.65,1.63,,1.05,,0.75,1.54,,1.81,0.52,0.46,1,1,7,7.03,,,3
2006-02-01 15:00:00,,,4.41,2.47,1.55,,1.13,2.32,0.53,1.79,,2.2,0.49,0.47,2,1,9,7.63,,,4
2006-02-01 16:00:00,,,4.56,2.46,1.5,,1.13,3.9,0.54,1.81,,2.67,0.5,0.51,2,1,12,7.77,,,3
2006-02-01 17:00:00,,,4.7,2.68,1.73,2,1.16,4.38,0.9,2,,2.62,0.56,0.54,3,1,15,8.29,,,4
2006-02-01 18:00:00,,,6.75,2.65,2.16,3.38,1.23,4.28,0.99,1.76,,2.78,0.42,0.57,4,2,17,14.55,,,3
2006-02-01 19:00:00,,,4.37,2.71,2.2,3.24,1.27,4.59,0.99,1.83,,2.85,0.56,0.54,5,3,18,22.54,,,4
2006-02-01 20:00:00,,,4.04,2.42,1.86,3.42,1.16,4.9,0.93,1.75,,2.75,0.57,0.49,8,3,13,19.41,,,3
2006-02-01 21:00:00,,,3.72,2.7,2.05,3.34,1.26,2.4,1.6,1.62,,2.1,0.53,0.53,7,3,15,9.86,,,3
2006-02-01 22:00:00,,,3.83,2.74,1.66,2.9,1.29,2.33,1.28,1.54,,1.52,0.49,0.5,6,3,16,12.73,,,3
2006-02-01 23:00:00,,,3.29,2.78,1.77,2.18,1.48,1.26,0.98,1.56,,1.47,0.51,0.47,7,4,12,11.89,,,2
2006-02-02 00:00:00,,,2.67,2.48,1.56,2.15,1.29,1.28,1.13,1.41,,1.05,0.42,0.45,13,3,7,7.33,,,2
2006-02-02 01:00:00,,,2.48,2.6,1.21,1.95,1.25,1.12,1.03,1.21,,0.93,0.39,0.41,8,3,5,6.23,,,1
2006-02-02 02:00:00,,,2.17,2.49,1.13,1.86,1.17,1.1,0.97,1.32,,0.88,0.34,0.39,6,4,4,5.32,,,1
2006-02-02 03:00:00,,,1.57,2.48,1,1.72,1.09,2.3,0.82,1.23,,0.82,0.33,0.37,6,4,4,8.18,,,0
2006-02-02 04:00:00,,,1.54,2.48,1.01,1.73,1.01,4.56,0.97,1.02,,0.75,0.36,0.37,7,5,7,8.44,,,0
2006-02-02 05:00:00,,,1.98,2.53,0.99,,0.85,2.47,0.88,,,0.66,0.32,0.37,5,7,11,9.3,,,0
2006-02-02 06:00:00,,,1.82,2.58,1.12,,0.84,,,,,0.73,0.32,0.35,6,9,9,10.41,,,0
2006-02-02 07:00:00,,,2.6,2.6,1.1,,0.86,,,0.72,,0.8,0.33,0.36,7,6,9,10.95,,,0
2006-02-02 08:00:00,,,3.13,2.65,1.15,,0.9,,0.56,1.36,,1.58,0.42,0.35,10,7,8,7.28,,,1
2006-02-02 09:00:00,,,3.22,2.64,1.26,,0.9,,0.57,1.62,,2.91,0.42,0.43,13,2,7,4.24,,,2
2006-02-02 10:00:00,5.3,,2.94,2.7,1.46,4.93,0.91,,0.63,1.62,,2.41,0.38,0.45,5,1,5,5.46,,,3
2006-02-02 11:00:00,6.7,,3.93,2.59,1.76,4.5,0.94,,0.43,1.3,,2.54,0.49,0.51,3,1,3,7.37,,,3
2006-02-02 12:00:00,3.1,,3.38,2.24,1.69,5.08,0.99,,,1.18,,2.97,0.42,0.53,3,2,3,6.56,,,2
2006-02-02 13:00:00,1.8,,3.89,2.37,1.61,4.95,0.94,1.12,,1.23,,2.76,0.39,0.44,2,1,2,1.96,,,3
2006-02-02 14:00:00,1.6,,4.09,2.33,,4.75,0.84,1.06,0.67,1.1,,2.43,0.33,0.4,1,1,2,2.14,,,4
2006-02-02 15:00:00,1.5,,3.73,2.24,,4.64,0.85,1.3,1.58,1.18,,2.61,0.29,0.41,1,0,1,1.64,,,3
2006-02-02 16:00:00,1.4,,4.33,2.14,1.97,4.06,0.93,0.92,0.69,1.39,,3.05,0.36,0.44,1,0,2,1.49,,,3
2006-02-02 17:00:00,1.5,,4.25,2.39,2.35,4.53,1.11,0.67,0.39,1.53,,3.85,0.35,0.46,1,0,2,2.63,,,4
2006-02-02 18:00:00,1.7,,4.1,2.24,3.18,4.12,1.2,1.13,0.56,1.98,,3.82,0.38,0.51,1,0,1,4.49,,,5
2006-02-02 19:00:00,0.9,,4.96,2.14,2.52,5.08,1.03,2.39,0.54,1.71,,3.36,0.38,0.6,2,1,2,4.47,,,4
2006-02-02 20:00:00,0.8,,4.75,2.76,2.02,4.82,1.12,4.06,,1.55,,2.7,0.4,0.59,3,1,3,5.28,,,3
2006-02-02 21:00:00,0.6,,3.91,2.78,1.96,4.81,1.54,3.82,,1.73,,2.27,0.68,0.58,3,1,4,4.88,,,3
2006-02-02 22:00:00,0.3,,3.11,2.73,1.72,4.33,1.25,3.95,,1.5,,1.74,0.55,0.59,3,1,4,4.38,,,2
2006-02-02 23:00:00,0,,2.82,2.89,1.77,3.82,0.92,3.68,,1.38,,1.18,0.39,0.4,3,1,4,4.75,,,2
2006-02-03 00:00:00,0.6,,2.39,2.64,1.56,3.79,0.99,3.86,,1.23,,1.19,0.36,0.35,2,2,4,3.55,,,1
