Kod stacji,DsLegAlRzecz,DsWalbrzWyso,DsWrocWybCon,KpBydPlPozna,LbLubObywate,LdLodzGdansk,LdLodzZachod,LuGorzKosGdy,LuZielKrotka,MpKrakBulwar,MpSuchaBWIOSHand1512,MzPlocKroJad,MzPlocMiReja,MzRadTochter,MzSiedKonars,MzWarAlNiepo,MzWarWokalna,OpKKozBSmial,PmGdaKacze02,PmStaGdaLubi,SlDabro1000L,SlRybniBorki,SlZlotPotLes,WmOlsPuszkin,WpPoznDabrow
2013-06-08 07:00:00,0.6,,2.4,0,0.39,1.34,1.38,0,0,0.4,0.4,1.67,0.86,0.53,0.47,1.04,0.75,1,0.51,0.2,2.8,2.7,0.9,0.13,0
2013-06-08 08:00:00,0.6,,2.9,0.03,0.44,1.25,1.36,0,0,1,0.4,0.23,0.66,0.65,0.49,1.87,,3,0.24,0.2,2.4,1.9,0.5,0.11,0
2013-06-08 09:00:00,0.6,,2.4,0.02,0.32,0.79,1.17,0,0,0.4,0.4,0.67,1.19,0.38,0.42,2.09,,4,0.14,0.2,1.5,0.9,0.3,0.11,0
2013-06-08 10:00:00,0.5,,1.7,0.02,0.29,1.71,0.89,0,0,0.4,0.4,5.34,0.94,0.24,0.37,1.01,0.33,2,0.21,0.1,0.4,0.6,0.3,0.09,0
2013-06-08 11:00:00,0.4,,0.9,0.01,0.19,1,1.05,0,0,0.4,0.4,4.81,1.12,0.36,0.5,0.37,0.26,0,0.13,0.1,0.4,0.6,0.3,0.09,0
2013-06-08 12:00:00,0.3,,0.9,0.05,0.18,0.95,1.15,0,0,0.4,0.4,2.24,0.67,0.26,0.41,1.11,0.28,0,0.06,0.1,0.4,2,0.2,0.09,0
2013-06-08 13:00:00,0.5,,0.9,0.02,0.11,0.83,1.36,0,0,0.4,0.4,1.36,0.64,0.26,0.52,0.97,0.28,0,0.06,0.1,0.4,0.6,0.2,0.07,0
2013-06-08 14:00:00,0.8,,1.3,0.05,0.16,0.81,0.99,0,0,0.4,0.4,1.46,0.97,0.3,0.5,1.85,0.64,0,0,0.1,0.5,0.8,0.1,0.07,0
2013-06-08 15:00:00,0.5,,0.9,0.02,0.12,0.74,0.82,0,0,0.4,0.4,1.47,1.04,0.52,0.45,1.08,0.2,0,0.03,0.1,0.6,0.6,0.1,0.09,0
2013-06-08 16:00:00,0.6,,1.2,0.03,0.24,0.87,1.5,0,0,0.4,0.4,1.52,0.7,0.7,0.45,0.57,0.24,0,0.06,0.1,0.8,0.5,0.1,0.1,0
2013-06-08 17:00:00,0.4,,1.4,0.07,0.31,0.84,0.85,0,0,0.4,0.4,1.05,1.02,0.35,0.4,0.5,0.16,0,0.03,0,0.4,0.6,0.2,0.08,0
2013-06-08 18:00:00,0.7,,1.5,0.11,0.43,0.88,1.14,0,0,0.4,0.4,1.08,1,0.44,0.4,0.54,0.21,1,0,0.1,1.3,1.1,0.2,0.09,0
2013-06-08 19:00:00,0.8,,1.9,0.13,0.36,0.91,1.28,0,0,0.4,0.4,0.52,1.16,0.9,0.39,0.68,0.28,13,0.04,0.1,2.1,0.6,0.5,0.08,0.1
2013-06-08 20:00:00,1,,1.8,0.16,0.58,1.24,2.4,0,0,0.4,0.4,0.94,0.83,1.76,1.23,1.63,0.47,2,0.23,0.1,1.6,1.1,0.5,0.11,0.6
2013-06-08 21:00:00,1.3,,3.2,0.16,1.44,2.9,5.44,0,0,0.4,0.4,0.67,1.57,3.14,1.36,2.29,0.66,8,0.08,0.1,0.6,1.2,0.3,0.18,0.6
2013-06-08 22:00:00,2.2,,5,0.13,1.5,3.75,6.59,0,0,0.4,0.4,1.6,1.63,4.31,1.7,3.18,1.3,10,0.07,0.1,3.4,1.4,0.2,0.28,0.9
2013-06-08 23:00:00,1.5,,4.5,0,2.64,6.56,6.53,0,0,0.4,0.4,1.86,2.47,5.32,3.16,2.89,1.45,5,0.11,0.1,2.3,1.4,0.3,0.41,0.7
2013-06-09 00:00:00,1.7,,4.7,0,3.01,6.86,5.6,0,0,0.4,0.4,1.69,1.98,6.16,3.33,3.33,1.6,5,0.12,0.2,1.7,2.1,0.5,0.52,0.7
2013-06-09 01:00:00,1.4,,4.7,0,2.77,6.72,5.51,0,0,0.4,0.4,3.4,1.07,6.3,3.21,3.44,1.72,4,0.09,0.1,1.5,2.5,0.3,0.22,0.4
2013-06-09 02:00:00,1.1,,4.8,0.02,2.84,5.38,4.58,0,0,0.4,0.4,5.77,1.45,5.88,3.39,3.62,1.68,5,0.1,0.2,2,2.3,0.2,0.2,0
2013-06-09 03:00:00,1.2,,4.7,0,2.36,3.84,3.6,0,0,0.4,0.4,4.39,1.59,5.65,2.57,2.5,1.73,6,0.11,0.2,1.9,2.1,0.2,0.19,0
2013-06-09 04:00:00,1.2,,4.8,0,2,2.46,2.89,0,0,0.4,0.4,2.5,1.44,5.11,2.16,2.52,2.02,2,0.17,0.1,1.7,1.5,0.3,0.16,0
2013-06-09 05:00:00,1,,5.5,0,1.71,2.23,2.83,0,0,0.4,0.4,2.12,1.3,3.85,1.94,2.39,1.66,7,0.34,0.1,1.6,2,0.4,0.14,0
2013-06-09 06:00:00,1,,5.7,0,1.9,2.4,2.9,0,0,0.4,0.4,2.06,1.25,2.47,1.79,2.08,1.31,1,0.42,0.1,1.9,2.8,0.5,0.13,0
2013-06-09 07:00:00,1,,5.2,0,1.19,1.7,2.02,0,0,0.4,0.4,2.12,1.34,1.25,1.46,1.83,1.08,0,0.36,0.1,1.6,3.1,0.6,0.14,0
2013-06-09 08:00:00,1,,4.3,0.01,0.7,1.98,1.83,0,0,0.4,0.4,1.9,3.93,0.79,1.05,1.06,,1,0.15,0.1,1.9,3.3,0.6,0.1,0
2013-06-09 09:00:00,0.8,,2.4,0.03,0.39,1.2,1.27,0,0,0.4,0.4,1.43,5.51,0.43,0.56,0.52,,2,0.09,0.1,1.8,2.7,0.5,0.2,0
2013-06-09 10:00:00,0.5,,1.6,0.06,0.41,0.92,1.09,0,0,0.4,0.4,7.06,1.63,0.26,0.41,0.47,0.29,1,0.07,0.1,1.2,2.7,0.5,0.19,0
2013-06-09 11:00:00,0.4,,1,0.08,0.32,1.03,1.18,0,0,0.4,0.4,5.32,2.23,0.23,0.49,0.42,0.21,2,0.05,0,0.7,2.1,0.3,0.25,0
2013-06-09 12:00:00,0.4,,1,0.02,0.28,0.8,1.03,0,0,0.4,0.4,4.19,3.14,0.39,0.38,0.54,0.29,0,0.05,0.1,0.7,1,0.2,0.22,0
2013-06-09 13:00:00,0.4,,0.9,0.01,0.36,0.64,0.88,0,0,0.4,0.4,2.03,1.04,0.3,0.36,0.84,0.42,0,0.05,0,0.5,1.1,0.2,0.14,0
2013-06-09 14:00:00,0.5,,1,0.03,0.36,0.69,0.72,0,0,0.4,0.4,1.98,0.9,0.41,0.42,0.37,0.6,0,0.03,0,0.4,0.7,0.2,0.12,0
2013-06-09 15:00:00,1.2,,1.3,0.01,0.26,0.79,0.91,0,0,0.4,0.4,1.06,0.89,0.25,0.4,0.46,0.37,0,0,0,0.4,0.8,0.2,0.11,0
2013-06-09 16:00:00,0.8,,0.8,0.04,0.21,0.71,0.85,0,0,0.4,0.4,,0.47,0.15,0.31,1.07,0.49,0,0,0,0.4,1.1,0.3,0.08,0
2013-06-09 17:00:00,0.7,,1.1,0.05,0.27,0.63,1.15,0,0,0.4,0.4,,0.66,0.29,0.26,0.48,0.47,0,0.03,0,0.4,0.9,0.3,0.08,0
2013-06-09 18:00:00,0.7,,1.6,0.01,0.3,0.88,1.19,0,0,0.4,0.4,,0.87,0.3,0.32,0.38,0.43,0,0,0,0.4,0.7,0.3,0.07,0
2013-06-09 19:00:00,0.8,,1.4,0.01,0.29,1.47,1.66,0,0,0.4,0.4,,0.44,0.39,0.42,0.37,0.4,3,0,0.1,0.6,0.5,0.3,0.1,0
2013-06-09 20:00:00,0.6,,1.5,0.12,0.37,1.02,1.19,0,0,0.4,0.4,,0.74,0.56,0.44,1.03,0.54,1,0,0.1,1.6,0.6,0.3,0.12,0
2013-06-09 21:00:00,0.8,,0.9,0.09,0.47,1.1,1.27,0,0,0.4,0.4,,0.66,0.57,0.54,0.77,0.59,9,0,0.1,0.3,2,0.3,0.14,0
2013-06-09 22:00:00,0.7,,1.2,0.16,0.38,1,1.37,0,0,0.4,0.4,,0.75,0.45,0.59,0.52,0.89,0,0.01,0.1,1.4,2.6,0.2,0.19,0
2013-06-09 23:00:00,0.8,,1.3,0.18,0.38,1.05,1.27,0,0,0.4,0.4,0.44,0.69,0.39,0.47,0.38,0.7,0,0.03,0.1,1.6,1.4,,0.38,0
2013-06-10 00:00:00,0.7,,1.1,0.05,0.39,0.72,0.79,0,0,0.4,0.4,1.29,0.7,0.5,0.45,0.33,0.54,0,0.07,0.1,1.1,1.1,,0.37,0
2013-06-10 01:00:00,0.5,,1.1,0,0.37,0.53,0.63,0,0,0.4,0.4,,0.8,0.21,0.41,0.24,0.43,0,0.05,0,1.5,0.7,,0.25,0
2013-06-10 02:00:00,0.5,,1,0.01,0.43,0.59,0.66,0,0,0.4,0.4,,0.87,0.25,0.33,0.54,0.35,0,0.12,0.1,1,0.5,,0.26,0
2013-06-10 03:00:00,0.5,,1.1,0.21,0.37,0.57,0.78,0,0,0.4,0.4,,0.7,0.4,0.3,0.27,0.32,1,0.12,0,0.6,0.4,,0.21,0
2013-06-10 04:00:00,0.4,,1,0,0.36,0.48,0.61,0,0,1,0.4,,0.67,0.39,0.35,0.32,0.3,3,0.1,0,0.4,0.6,,0.33,0
2013-06-10 05:00:00,0.5,,1.2,0.02,0.44,0.57,0.67,0,0,1.2,0.4,0.3,1.09,0.39,0.4,0.46,0.32,1,0.1,0,0.7,0.9,,0.24,0
2013-06-10 06:00:00,0.6,,2.5,0.04,0.48,0.81,0.97,0,0,1.3,2,0.92,1.28,0.47,0.4,0.82,0.39,1,0.08,0,2.4,1.1,,0.23,0
2013-06-10 07:00:00,0.7,,3.2,0.05,0.82,2.76,2.05,0,0,1.3,0.4,1.35,0.83,0.55,0.4,2.09,0.4,6,0.07,0.1,4.8,0.9,,0.42,0
2013-06-10 08:00:00,0.8,,2.5,0.09,0.99,1.07,1.21,0,0,1.3,0.4,1.06,0.6,0.88,0.48,2.68,,0,0.07,0.1,0.7,1.5,,0.36,0
2013-06-10 09:00:00,0.5,,3,0.03,0.48,0.71,1.55,0,0,1,0.4,0.46,0.65,0.44,1.19,1.26,,0,0.08,0.1,0.6,0.8,,0.43,0
2013-06-10 10:00:00,0.6,,2,0.04,0.56,1.08,1.98,0,0,0.4,0.4,0.74,1,0.37,0.56,1.68,0.31,0,0.06,0.1,0.8,0.7,,0.39,0
2013-06-10 11:00:00,0.7,,2.8,0.04,1.1,1.31,1.88,0,0,0.4,0.4,0.5,0.87,0.4,0.39,1.26,0.35,0,0.02,0.1,1.2,0.6,,0.16,0
2013-06-10 12:00:00,0.7,,3.5,0.05,0.4,1.14,2.03,0,0,0.4,0.4,0.33,1.23,0.42,0.39,2.24,0.38,0,0,0.1,1.3,0.5,,0.12,0
2013-06-10 13:00:00,0.6,,1.4,0.03,0.45,0.86,1.2,0,0,0.4,0.4,1.07,0.99,0.58,0.44,2.9,0.4,1,0,0.2,0.6,0.7,,0.11,0
2013-06-10 14:00:00,0.6,,1.1,0.01,0.55,0.75,1.13,0,0,0.4,0.4,2.27,1.67,0.41,0.46,1.74,0.28,0,0,0.1,1,0.5,,0.1,0
2013-06-10 15:00:00,0.8,,1.5,0.01,0.36,0.58,1.01,0,0,0.4,0.4,2.02,0.67,0.39,0.42,0.97,0.25,0,0,0.1,0.8,0.7,,0.13,0
2013-06-10 16:00:00,0.6,,1.5,0.05,0.31,1.04,1.2,0,0,0.4,0.4,1.78,0.99,0.3,0.37,2.08,0.29,0,0,0.1,0.5,1.1,,0.2,0
2013-06-10 17:00:00,0.5,,1.3,0.04,0.28,0.87,1.01,0,0,0.4,0.4,1.56,1.14,0.32,0.38,3.2,0.39,1,0.01,0.1,0.5,1.4,,0.1,0
2013-06-10 18:00:00,0.6,,1.4,0.02,,1.05,1.27,0,0,0.4,0.4,1.36,2.25,0.27,0.43,1.34,0.38,2,0,0.1,0.5,2.4,,0.07,0
2013-06-10 19:00:00,0.6,,1.7,0.03,,0.91,1.13,0,0,0.4,0.4,1.4,0.66,0.42,0.45,0.72,0.4,0,0,0.1,0.7,2.3,,0.09,0
2013-06-10 20:00:00,0.9,,1.7,0.08,,0.9,1.21,0,0,0.4,0.4,,0.97,0.57,0.59,0.56,0.39,0,0,0,0.6,1.3,,0.11,0
2013-06-10 21:00:00,0.8,,2.8,0.03,0.72,1.06,1.25,0,0,0.4,0.4,1.08,0.62,0.68,0.31,1.01,0.52,0,0,0.1,0.8,2,,0.09,0
2013-06-10 22:00:00,0.8,,1.9,0.03,0.46,0.81,1.06,0,0,0.4,0.4,,0.36,0.72,0.54,0.53,0.64,0,0,0,0.9,2.6,,0.09,0
2013-06-10 23:00:00,0.6,,1.4,0.01,0.45,0.61,0.68,0,0,0.4,1,,0.8,0.6,0.65,0.43,0.81,0,0.08,0.1,1,1.7,,0.1,0
2013-06-11 00:00:00,0.6,,1.4,,0.33,0.35,0.49,0,0,0.4,0.4,,0.74,0.38,0.41,0.46,0.76,3,0.12,0.1,0.8,0.5,,0.15,0
2013-06-11 01:00:00,0.5,,2.3,0.07,,0.29,0.36,0,0,0.4,0.4,0.54,0.58,0.29,0.52,0.57,0.47,1,0.17,0.1,0.7,0.8,,0.16,0
2013-06-11 02:00:00,0.4,,1.6,0,,0.31,0.38,0,0,0.4,0.4,,0.45,0.26,0.36,0.78,0.22,0,0.34,0.1,0.3,0.8,,0.19,0
2013-06-11 03:00:00,0.3,,0.9,0.01,,0.27,0.34,0,0,0.4,0.4,0.86,0.73,0.24,0.28,0.81,0.22,2,0.34,0.1,0.3,0.3,,0.47,0
2013-06-11 04:00:00,0.3,,0.7,0.01,,0.26,0.36,0,0,0.4,0.4,1.63,0.64,0.2,0.26,0.65,0.14,3,0.47,0.1,0.3,0.4,,0.18,0
2013-06-11 05:00:00,0.3,,0.8,0.05,,0.63,0.36,0,0,0.4,0.4,0.15,0.67,0.19,0.31,0.82,0.12,0,0.26,0.1,0.3,1.5,,0.19,0
2013-06-11 06:00:00,0.4,,1,0.13,,0.43,0.48,0,0,0.4,0.4,0.56,0.73,0.35,0.28,0.64,0.16,0,0.21,0.1,0.4,1.2,,0.13,0
2013-06-11 07:00:00,0.5,,1.7,0.1,0.36,0.57,0.76,0,0,0.4,0.4,0.46,0.48,0.4,0.26,0.35,0.22,0,0.2,0.1,0.4,0.5,,0.26,0
2013-06-11 08:00:00,0.6,,1.2,5.96,0.39,0.7,0.76,0,0,0.4,0.4,,1.62,0.44,0.3,0.45,,0,0.1,0.1,0.6,0.4,,0.24,0
2013-06-11 09:00:00,0.5,,1,0.02,0.22,0.71,0.56,0,0,0.4,0.4,,1.01,0.47,0.27,0.55,,0,0.14,0.1,0.4,0.2,,0.12,0
2013-06-11 10:00:00,0.4,,0.8,0.01,0.36,0.47,0.48,0,0,0.4,0.4,,1.09,0.44,0.33,0.52,0.3,0,0.08,0.1,0.4,0.3,,0.09,0
2013-06-11 11:00:00,0.3,,0.6,0,0.4,0.52,0.69,0,0,0.4,0.4,,0.67,0.26,0.36,0.46,0.22,0,0.07,0.1,0.3,0.3,,0.11,0
2013-06-11 12:00:00,0.3,,0.5,0,0.31,0.51,0.65,0,0,0.4,0.4,,1,0.25,0.26,0.46,0.19,0,0.01,0.1,0.3,0.3,,0.08,0
2013-06-11 13:00:00,0.3,,0.5,0,0.23,2.12,0.51,0,0,0.4,0.4,,1.2,0.38,0.23,0.47,0.17,0,0,0.1,0.5,0.3,,0.09,0
2013-06-11 14:00:00,0.3,,0.5,0.19,0.24,0.77,3.51,0,0,0.4,0.4,,0.95,0.35,0.23,1.27,0.15,0,0.09,0.1,0.4,0.2,,0.08,0
2013-06-11 15:00:00,0.4,,0.5,0.04,0.24,0.61,6.72,0,0,0.4,0.4,,0.85,0.26,0.25,1.6,0.21,0,0.03,0.1,0.5,0.7,,0.07,0
2013-06-11 16:00:00,0.4,,0.5,0.01,0.31,0.71,3.22,0,0,0.4,0.4,,0.59,0.34,0.28,0.97,0.26,1,0.06,0.2,0.4,0.6,,0.11,0
2013-06-11 17:00:00,0.6,,0.5,0.03,0.28,0.84,3.65,0,0,0.4,0.4,,0.53,0.44,0.3,1.85,0.28,0,0.02,0.2,0.3,1.4,,0.12,0
2013-06-11 18:00:00,0.4,,0.5,0,0.29,0.78,2.82,0,0,0.4,0.4,,0.46,,0.32,2.66,0.44,0,0.03,0.1,0.4,1.1,,0.11,0
2013-06-11 19:00:00,0.3,,0.6,0.01,0.51,1.04,2.13,0,0,0.4,0.4,,0.61,,0.59,1.96,0.55,0,0.56,0.1,0.6,0.8,,0.08,0
2013-06-11 20:00:00,0.3,,0.8,0.01,0.56,1.23,2.41,0,0,0.4,0.4,,0.95,0.58,0.64,1.75,1.33,0,0.04,0.1,0.7,1.1,,0.08,0
2013-06-11 21:00:00,1.1,,3.5,0.11,0.51,1.62,2.49,0,0,0.4,0.4,,1.01,0.68,1.15,1.34,1.56,1,0.08,0.1,1.2,1.1,,0.09,0
2013-06-11 22:00:00,1.1,,4.2,0.05,0.42,2.23,3.07,0,0,0.4,0.4,,1.64,0.77,0.77,1.4,1.74,11,0.07,0.1,0.8,1.1,,0.16,1
2013-06-11 23:00:00,1,,3.3,0,0.36,2.19,3.3,0,0,0.4,0.4,,1.24,0.61,0.78,1.27,0.83,13,0.08,0.1,0.8,1.8,,0.25,0.1
2013-06-12 00:00:00,0.9,,4,0.02,0.31,1.74,2.43,0,0,0.4,0.4,1.14,1.19,0.48,0.55,1.44,0.63,6,0.1,0.1,0.8,0.9,,0.5,0
2013-06-12 01:00:00,0.9,,4.5,0.01,0.27,1.53,1.71,0,0,0.4,0.4,0.97,1.14,0.5,0.49,1.19,0.72,5,0.28,0.2,0.6,0.6,,0.37,0
2013-06-12 02:00:00,0.8,,2.5,0.06,0.26,2.01,2.55,0,0,0.4,0.4,1.29,0.82,0.49,0.47,0.68,0.9,6,0.45,0.2,0.5,0.6,,0.39,0
2013-06-12 03:00:00,0.7,,2.6,0.02,0.2,2.69,2.72,0,0,0.4,0.4,1.14,1.02,0.56,0.49,0.37,0.76,4,0.59,0.2,0.5,0.7,,0.24,0
2013-06-12 04:00:00,0.7,,4.7,0.02,0.19,1.69,2.26,0,0,0.4,0.4,3.95,0.92,0.62,0.47,0.26,0.28,1,0.68,0.2,0.5,0.8,,0.21,0
2013-06-12 05:00:00,0.8,,2.7,0.06,0.23,1.09,1.45,0,0,0.4,0.4,1.42,0.78,0.63,0.48,0.27,0.61,0,0.72,0.2,0.6,1.2,,0.28,0
2013-06-12 06:00:00,0.8,,3.3,0.13,0.32,1.4,1.4,0,0,0.4,0.4,0.33,1.14,0.63,0.37,0.46,0.48,0,0.87,0.2,0.8,3.3,,0.17,0
2013-06-12 07:00:00,0.8,,4.5,0.06,0.36,1.67,2.06,0,0,0.4,0.4,0.81,0.72,0.74,0.26,1.58,0.52,2,0.64,0.3,1,4,,0.24,0
2013-06-12 08:00:00,0.6,,2.6,0.05,0.71,0.89,1.25,0,0,0.4,0.4,0.75,0.78,0.64,0.2,1.26,,1,0.28,0.3,1.1,2.1,,0.19,0
2013-06-12 09:00:00,0.5,,1.6,0.01,0.29,0.45,0.82,0,0,0.4,0.4,1.17,0.44,0.44,0.19,,,0,0.09,0.2,0.8,1,,0.16,0
2013-06-12 10:00:00,0.7,,1.8,0,0.19,0.44,0.74,0,0,0.4,0.4,,0.93,0.26,0.17,,0.22,0,0.07,0.1,0.4,0.3,,0.09,0
2013-06-12 11:00:00,1.4,,3.9,0,0.15,0.38,0.81,0,0,0.5,0.4,,0.62,0.16,0.13,1.14,0.15,0,0.06,0.1,0.1,0.3,,0.09,0
2013-06-12 12:00:00,0.3,,1.2,0,,0.45,0.76,0,0,,0.4,,0.35,0.2,0.05,0.68,0.18,0,0.04,0.1,0.4,0.3,0.2,0.07,0
2013-06-12 13:00:00,0.3,,0.5,0,0.17,1.08,1.43,0,0,0.4,0.4,,0.61,0.15,0.15,1.2,0.12,0,0.04,0,0.1,0.3,0.2,0.09,0
2013-06-12 14:00:00,0.3,,0.5,0,0.14,1.05,1.69,0,0,0.4,0.4,,0.9,0.12,0.17,0.8,0.6,3,0.04,0,0.1,0.3,0.2,0.08,0
2013-06-12 15:00:00,0.2,,0.6,0.01,0.2,0.95,1.56,0,0,0.4,0.4,,,0.16,0.05,0.73,0.21,0,0.07,0,0.1,0.3,0.3,0.08,0
2013-06-12 16:00:00,0.2,,0.5,0.01,0.15,0.6,1.07,0,0,0.4,0.4,,,0.14,0.05,1.76,0.17,0,0.09,0,0.4,0.2,0.1,0.07,0
2013-06-12 17:00:00,0.3,,0.6,0,0.16,0.42,0.74,0,0,0.4,0.4,,0.95,0.19,0.05,1.74,0.13,0,0.08,0,0.4,0.4,0.2,0.08,0
2013-06-12 18:00:00,0.2,,0.5,0.01,0.17,0.54,0.65,0,0,0.4,0.4,,0.27,0.19,0.05,1.96,0.19,0,0.07,0,0.4,0.3,0.2,0.09,0
2013-06-12 19:00:00,0.3,,0.6,0.06,0.32,0.6,0.78,0,0,0.4,1,,0.73,0.29,0.26,1.78,0.16,0,0.09,0,0.4,0.3,0.2,0.08,0
2013-06-12 20:00:00,0.5,,1,0.11,0.39,0.95,1.26,0,0,0.4,1,,0.82,0.5,0.62,1.01,0.32,0,0.05,0,0.5,0.4,0.3,0.17,0
2013-06-12 21:00:00,1.6,,2,0.15,0.81,2.01,3.1,0,1,0.4,1,,1.79,0.66,1.04,2.13,2.06,1,0.05,0.1,1.9,1,0.7,0.23,0
2013-06-12 22:00:00,1.9,,4.6,0.15,0.8,3.49,4.72,,0,0.4,2.3,,1.27,0.93,2.33,3.19,0.91,1,0.07,0.1,2.6,1.3,0.9,0.64,0.5
2013-06-12 23:00:00,1.5,,4.6,0.11,0.76,6.54,5.71,0,0,0.4,0.4,0.26,3.06,1.79,2.04,4.42,1.5,18,0.16,0.2,2.5,1.9,0.6,1.12,0.5
2013-06-13 00:00:00,1.3,,5.7,0.06,0.74,7.56,5.94,0,0,0.4,0.4,0.9,1.58,2.26,1.96,4.45,2.77,55,0.36,0.2,3,2.5,0.5,2.11,0.5
2013-06-13 01:00:00,1.1,,4.8,0.02,0.57,6.33,4.48,0,0,0.4,0.4,0.97,1.45,2.23,1.68,4.02,2.44,34,0.58,0.2,3.1,3.4,,1.55,0.5
2013-06-13 02:00:00,1,,4.4,0,0.49,4.75,3.55,0,0,0.4,0.4,1.13,1.52,1.39,1.42,3.9,2.43,49,0.34,0.2,3.2,2.7,,0.79,0
2013-06-13 03:00:00,1,,3.8,0,0.62,3.59,2.92,0,0,0.4,0.4,1.6,1.5,0.95,1.3,3.54,2.78,26,0.34,0.1,3.2,2.3,,0.85,0
2013-06-13 04:00:00,1,,2.8,,0.63,3.62,2.62,0,1,0.7,0.4,1.79,0.84,0.81,0.83,3.12,2.25,42,0.34,0.1,2.9,2.1,,0.89,0
2013-06-13 05:00:00,0.9,,2.7,,0.53,3.65,2.77,0,0,0.4,0.4,1.3,0.77,0.85,0.83,2.72,3.09,85,0.34,0.1,3.3,2.8,,2.27,0
2013-06-13 06:00:00,0.6,,2.8,,0.6,2.98,4.17,0,0,0.4,0.4,0.7,0.9,1.08,0.65,3.56,2.29,44,0.37,0.1,3.6,3.5,,2.53,0
2013-06-13 07:00:00,1,,3.1,,0.91,2.07,2.81,0,0,0.4,0.4,1.79,0.68,1.68,0.57,2.13,1.08,15,0.34,0.1,2.7,4.9,,1.59,0
2013-06-13 08:00:00,1.2,,3,,1.45,1.27,1.83,0,0,0.4,0.4,,0.68,1.17,0.61,2.37,,7,0.26,0.1,3.1,4.8,,0.65,0
2013-06-13 09:00:00,0.4,,1.8,,0.66,0.74,1.13,0,0,0.4,0.4,,,0.56,0.42,1.62,,2,0.18,0.1,2.3,3.3,,0.34,0
2013-06-13 10:00:00,0.2,,1.1,,0.42,0.57,0.81,0,0,0.7,0.4,,,0.25,0.24,1.12,0.28,0,0.1,0.1,0.9,1.4,,0.2,0
2013-06-13 11:00:00,0.2,,0.7,,0.25,0.43,0.71,0,0,0.4,0.4,1.52,0.44,0.08,0.24,0.94,0.58,0,0.09,0.1,0.4,0.6,,0.18,0
2013-06-13 12:00:00,0.2,,0.7,,0.19,0.38,0.91,0,1,0.7,0.4,,0.57,0.12,0.26,1.54,0.76,0,0.1,0.1,0.5,0.5,,0.15,0
2013-06-13 13:00:00,0.3,,0.7,,0.24,0.41,0.77,0,0,0.4,0.4,,0.66,0.09,0.25,0.47,0.11,0,0.07,0.1,0.4,0.3,,0.15,0
2013-06-13 14:00:00,0.2,,0.7,,0.19,0.42,0.83,0,0,0.4,0.4,,0.55,0.12,0.2,0.54,0.22,0,0.07,0.1,0.4,0.3,,0.14,0
2013-06-13 15:00:00,0.3,,0.7,,0.59,0.49,0.88,0,0,0.4,0.4,,0.6,0.12,0.27,1.24,0.39,0,0.09,0.1,0.4,0.3,,0.15,0
2013-06-13 16:00:00,0.2,,0.7,,0.27,0.47,0.97,0,0,0.4,0.4,,0.91,0.08,0.2,1.71,0.2,0,0.1,0.1,0.4,0.3,,0.24,0
2013-06-13 17:00:00,0.2,,0.7,,0.76,0.68,1.11,0,0,0.4,0.4,,0.91,0.1,0.23,2.22,0.15,0,0.08,0,0.4,0.2,,0.22,0
2013-06-13 18:00:00,0.3,,0.7,,1.43,0.61,1.2,0,0,0.4,0.4,,0.51,0.12,0.22,1.93,0.18,0,0.08,0,0.4,0.2,,0.19,0
2013-06-13 19:00:00,0.4,,0.8,,1.37,0.58,1.11,0,0,0.4,0.4,,1.02,0.24,0.35,1.81,0.27,0,0.13,0.1,0.6,0.3,,0.18,0
2013-06-13 20:00:00,0.5,,1,,0.59,1.09,1.58,0,0,0.4,0.4,,0.73,0.49,0.53,2.67,1.35,0,0.15,0.1,0.9,1.2,,0.21,0
2013-06-13 21:00:00,0.5,,1.7,,1.62,1.85,2.43,0,0,0.4,0.4,,0.61,0.67,0.91,3.52,1.77,0,0.21,0.8,1.1,1.7,,0.22,0
2013-06-13 22:00:00,0.5,,1.4,,3.63,1.62,2.69,0,0,0.4,2,,1.1,0.93,1.07,3.2,1.76,11,0.27,0.4,0.8,2.7,,0.24,0
2013-06-13 23:00:00,0.6,,2,,2.96,1.4,2.3,0,0,0.4,0.4,,0.9,0.56,0.88,1.75,1.47,30,0.36,0.1,0.8,2.9,,0.21,0
2013-06-14 00:00:00,0.8,,1.3,,1.33,1.38,1.66,0,0,0.7,0.4,,0.82,0.54,0.73,1.47,0.53,51,0.19,0.1,0.7,2.4,,0.15,0
2013-06-14 01:00:00,0.7,,1.5,,1.06,1.14,1.25,0,0,1.2,0.4,,0.71,0.52,0.68,1.33,0.48,34,0.16,0.1,0.8,1.7,,0.15,0
2013-06-14 02:00:00,0.5,,1.9,,0.89,0.81,1.2,0,0,1.3,0.4,,0.96,0.4,0.65,0.41,0.42,21,0.13,0.1,0.8,1.6,,0.16,0
2013-06-14 03:00:00,0.5,,1.4,,0.9,0.94,1.14,0,0,1.3,0.4,,0.7,0.37,0.56,0.36,0.35,27,0.13,0.1,0.9,1.3,,0.15,0
2013-06-14 04:00:00,0.4,,1.7,,1.01,0.73,0.89,0,0,1.3,0.4,,0.69,0.37,0.55,0.61,0.37,47,0.13,0.1,0.9,1.6,,0.16,0
2013-06-14 05:00:00,0.4,,1.5,,1.09,0.93,0.88,0,0,1,0.4,,0.66,0.39,0.67,0.5,0.34,87,0.15,0.1,1.1,3,,0.16,0
